"","20210112_30102534301221-01_P0091-3 D0 media_06.RCC","20210113_30102534541221-01_P0091-7 LUNG D3 NMC2 100ug.ml_07.RCC","20210113_30102534541221-01_P0091-8 LUNG D3 IFNy 100ng.ml_08.RCC","20210113_30102534541221-01_P0091-9 LUNG D3 IgG1 100ug.ml_09.RCC","20210113_30102534541221-01_P0091-10 LUNG D3 NMC2 30ug.ml_10.RCC","20210112_30102534301221-01_P0091-2 D0 media_05.RCC","20210108_P0090_D0_Control(3).RCC","20210108_P0090_D0_Control(1).RCC","20210108_P0090_D0_Control(2).RCC","20210112_30102534301221-01_P0091-1 D3 IgG1 100ug]mL_07.RCC","20210112_30102534301221-01_P0090-12 D3 IFNy 100ng]mL_03.RCC","20210112_30102534301221-01_P0091-1 D0 media_04.RCC","20210112_30102534301221-01_P0091-3 D3 NMC2 100ug]mL_09.RCC","20210108_P0090_D3_IFNg_100ngml(1).RCC","20210108_P0090_D3_IgG1_100ugml(3).RCC","20210112_30102534301221-01_P0090-11 D3 NMC2 100ug]mL_02.RCC","20210112_30102534301221-01_P0090-10 D3 NMC2 30ug]mL_01.RCC","20210108_P0090_D3_IFNg_100ngml(2).RCC","20210108_P0090_D3_NMC2_100ugml(2).RCC","20210108_P0090_D3_NMC2_30ugml(1).RCC","20210108_P0090_D3_IgG1_100ugml(2).RCC","20210108_P0090_D3_IgG1_100ugml(1).RCC","20210108_P0090_D3_NMC2_30ugml(2).RCC","20210108_P0090_D3_NMC2_100ugml(1).RCC","20210112_30102534301221-01_P0091-5 D3 IgG1 100ug]mL_11.RCC","20210112_30102534301221-01_P0091-6 D3 NMC2 30ug]mL_12.RCC","20210112_30102534301221-01_P0091-4 D3 IFNy 100ng]mL_10.RCC","20210113_30102534541221-01_P0091-11 LUNG D3 NMC2 100ug.ml_11.RCC","20210112_30102534301221-01_P0091-2 D3 NMC2 30ug]mL_08.RCC","20210113_30102534541221-01_P0091-12 LUNG D3 IFNy 100ng.ml_12.RCC"
"IL16 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,6.47496521019422,6.12951665279282,6.20840018434808,3.19980204416031,6.64731579047093,2.75168158722949,2.56744030814171,4.09524779768106,3.91156206901603,3.22973526082972,6.55470747009866,4.26985221203887,3.93411062164778,4.45440721921336,6.28966306120229,6.35582961296675,5.71968273797587,5.7592320420997,2.8094449030964,2.81824358531489,2.76562024472676,4.380265096346,5.55081123201664,4.26616241200163
"HLA-DQA1 - mRNA",6.18915358920855,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,11.2202301100733,11.5644138639262,11.4847516124931,3.19980204416031,2.91043833744184,2.75168158722949,2.56744030814171,7.25792599956958,7.2551908320093,6.95478275142539,6.87663543914425,7.25231230263246,7.76736372739653,7.32051522123804,7.48897179595696,6.8204977372643,7.02901082153898,6.93508185129954,6.45211301714194,5.96096384835275,6.3661919985843,4.380265096346,5.4512756441992,4.26616241200163
"HLA-DRB5 - mRNA",7.18915358920855,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,12.1810847539961,12.5196162183578,12.4102252761459,3.19980204416031,7.93682248616989,2.75168158722949,6.30352951474652,8.4505710604276,8.3547265099673,7.73239031458239,7.80263488419348,9.00719977150156,9.27159496310284,7.95794514185333,8.66405855253669,8.30443042641688,8.11498393774261,8.11286897760579,2.8094449030964,2.81824358531489,5.90676043459948,4.380265096346,3.21256575934411,4.26616241200163
"TNFAIP6 - mRNA",6.5110817117769,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,7.77452548647796,7.86182079356484,7.75773872770132,3.19980204416031,2.91043833744184,6.32418259925047,6.52592196739464,4.09524779768106,7.90726762474354,8.53974525214654,7.36206247327378,7.2065085510545,8.41944036438153,8.45801879503946,8.16413217241242,8.24335487561502,9.46290723168456,8.38804869699609,6.03707552884819,5.96096384835275,5.71411531199821,4.380265096346,5.81384556603949,6.17771059913702
"CXCL5 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,5.99691788616535,4.42126935699206,6.09877569009304,3.19980204416031,2.91043833744184,6.13153750587477,6.30352951474652,4.09524779768106,9.72085451320547,9.43283012248252,9.4615980974234,8.22959219564174,10.1010210905509,9.54290752266189,10.0893644849241,8.51932826551093,11.0909386084056,9.20401688640339,5.86715051642078,2.81824358531489,2.76562024472676,4.380265096346,5.22888324484569,4.26616241200163
"PLOD2 - mRNA",1.72672268392744,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,10.6031908709391,10.4560911654776,10.3386882403183,3.19980204416031,8.83494288421349,6.64611061491351,2.56744030814171,9.42019745744797,10.8401533366654,10.4693560132239,10.5547074633845,10.2409969730872,10.3523262259105,10.5151626260661,11.0405872211979,11.8296164846108,10.9325226865025,10.5473763282708,6.67450532548886,6.54592635679403,6.07668529977496,4.380265096346,5.22888324484569,4.26616241200163
"CCL20 - mRNA",8.5814709281911,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,8.66083755661655,8.49334363593529,8.56763769698669,8.17277617865198,3.19980204416031,6.47739081601437,8.32418260825324,2.56744030814171,4.09524779768106,9.18480165946758,10.1918220565672,9.28262793247992,7.46176556775313,11.4449755551795,9.97332031377753,10.1929870029903,9.0019920735473,11.1890591506732,9.72202086525205,7.51100664687601,6.42039550699433,6.49172284714798,4.380265096346,6.81384556603949,7.14454374030008
"NDUFA4L2 - mRNA",6.5110817117769,8.32660051050454,7.60237628131166,7.99124597867783,7.89505101853987,3.47136437156448,9.03505294806691,9.34524537039355,9.28547630073773,7.10204489764652,7.93682248616989,7.4116454553289,2.56744030814171,8.93169786446159,8.56331324687139,8.05431847459725,8.2551471728932,7.98023268417287,8.90754141383197,8.09544869514185,8.51205550888381,8.68351682197763,8.54484902415794,8.44728808676121,2.8094449030964,6.54592635679403,6.90676043459948,7.32548238184765,6.5508112474047,7.11059641371779
"MELK - mRNA",6.77411603061328,8.58035702925422,8.52294184813521,8.44762419741955,8.29558902819915,3.47136437156448,6.14375920963854,6.79003014656959,6.13625035556994,7.30849582482043,7.79931897890579,7.02462229246083,2.56744030814171,7.77249923366744,7.56331324687139,8.14742791731897,7.2551471728932,7.38159522468096,7.32257886504267,6.82866210713906,6.96104027557121,6.38439867501688,6.58843821121584,6.32627271473232,2.8094449030964,7.20889130694281,6.71411531199821,7.16936323287035,6.1033521669138,6.88820414027154
"HK1 - mRNA",6.99650857058257,8.08559240037893,8.00447475156886,7.95729869332807,8.1338378578902,6.7097471825245,7.63250648773997,7.49724847670341,7.32658158680199,7.4016053133979,7.64731579766713,7.02462229246083,2.56744030814171,7.56604834351135,7.50672960164952,7.73239031458239,7.2551471728932,7.33977512328771,7.28193681282074,7.32051522123804,7.51205550888381,7.93114182673407,7.46290723372891,7.69084501436417,6.32658214404588,7.28289202198539,7.95115449347586,7.36200827698641,7.25863043906978,7.27286794878665
"ANGPTL4 - mRNA",6.77411603061328,8.2111232151913,8.11694958925612,7.99124597867783,7.77475680221392,6.38781922202002,10.4038820366093,10.5107106942609,10.4710680025849,3.19980204416031,7.93682248616989,6.49410750066207,7.17799854299741,8.97413306471531,9.43272908575531,8.46935601322395,8.59910150714376,8.27468000545789,9.22946941799071,8.86208508552021,9.13468826880805,9.12982586792752,9.15031719397423,8.71859015120971,6.45211301714194,6.13088881119443,6.49172284714798,6.74051987662916,5.55081123201664,6.6251696053383
"WNT7B - mRNA",7.5110817117769,7.533051282816,7.74921771154996,7.73490628069885,7.95163466742219,3.47136437156448,5.71312489168131,6.17532035786089,5.70882918629454,8.10204489764652,7.17783070977035,7.13153750587477,7.52592195956672,7.50946478164692,8.76976411060906,8.6392809735093,8.36206246888905,7.57424022151525,9.01063480962383,8.52910189069462,8.9098150051612,7.65448787797805,9.49532879483083,8.17426953638425,7.0370755178631,6.42039550699433,6.22868851505859,7.36200827698641,6.59811692296832,7.44619950538052
"IL6 - mRNA",6.77411603061328,7.71362354770205,8.25445299678851,7.77443459711337,7.89505101853987,6.61021158182585,7.61582773509589,7.0579633016576,7.3900070126558,7.10204489764652,7.64731579766713,7.23107319725973,6.88849196676063,7.67296350120489,9.7083635159341,9.670989848378,9.38759745168562,8.99377915257745,10.1126558505052,9.952783453042,10.8132249667455,9.84896442442066,10.7978915387572,9.33973490106244,6.86715051642078,6.42039550699433,6.60720013979214,7.12754303624614,6.50190167292427,7.39070440414345
"CD44 - mRNA",6.99650857058257,7.62616074854846,4.65347160813647,4.99184601639063,5.4308195266067,8.08825884076549,7.91748343870387,7.81917659873996,7.63220791773099,7.48906811650356,6.64731579047093,7.49410750066207,7.52592195956672,7.25792599956958,8.79361075112827,8.81985319893181,8.19856359050694,7.9527519094059,9.11843815136284,8.71130515155303,9.15682730229511,8.78878901241403,9.28887789937311,8.41373547560388,2.8094449030964,7.20889130694281,7.49172283913228,6.49951187647544,7.22888326408076,6.6251696053383
"CCL2 - mRNA",6.5110817117769,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,9.18391640300416,9.19212858696982,9.25598965121138,7.72353346289238,7.72531840700645,6.78361426044629,7.17799854299741,7.25792599956958,8.56331324687139,8.35688123302968,8.36206246888905,6.89616839058949,9.99814397418581,8.45801879503946,8.92709297556063,8.95037808540834,9.21848859189378,8.46377616901614,6.86715051642078,7.66140353977033,8.92912826131627,6.43239751509185,7.92932280318771,6.4187187660948
"EIF4EBP1 - mRNA",6.5110817117769,7.533051282816,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,7.93102989118291,7.46072247435064,7.68373825396536,7.72353346289238,7.79931897890579,7.32418260825324,6.88849196676063,8.25792599956958,8.28913830844397,7.79128403077242,7.94702492430133,7.67857703466831,8.78201047466719,8.1862141572639,8.23521519614351,9.12136419406089,8.29415277575578,8.04873863023697,7.32658213505808,7.71585131191559,7.36619198983991,7.21000523713452,7.42528032475232,7.14454374030008
"LIF - mRNA",6.5110817117769,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,3.47136437156448,7.56460237558608,7.15260019263797,6.80504458074451,7.4016053133979,7.17783070977035,6.49410750066207,6.71856705512193,7.38917060989401,8.18480165946758,8.27671084863873,7.36206247327378,6.89616839058949,7.85309354361047,8.39851773323931,7.92709297852445,8.26656209516061,8.75836322265276,7.9930291537209,6.56759024216694,6.86785446712164,6.3661919985843,7.28800779477973,6.59811692296832,6.57626001342479
"CX3CL1 - mRNA",7.35907860602919,7.62616074854846,7.5499089634272,4.99184601639063,5.4308195266067,7.55774414114803,7.99691787487019,7.79003015308801,7.88427114701305,3.19980204416031,7.38428141054345,7.57211014491448,7.30352951474652,4.09524779768106,6.95033625825809,7.39535539728831,6.87663543914425,7.0071997743053,6.96000882685923,6.78285847198025,6.2352151913558,6.56995431566748,6.68797394273548,7.11286898281723,6.56759024216694,6.96096384835275,7.49172283913228,7.04008014921233,7.31634590053414,7.86802616484574
"SIGLEC1 - mRNA",7.18915358920855,7.533051282816,8.11694958925612,4.99184601639063,7.92362027971155,6.7097471825245,6.14375920963854,6.6671734932286,6.46555806286544,3.19980204416031,7.86970839068429,7.64611062211572,7.30352951474652,4.09524779768106,7.67022833364909,7.14742792240705,7.87663543914425,7.67857703466831,3.93411062164778,6.63601706727374,4.35155787445556,5.46686086207248,5.83997694103187,6.36189653675834,6.77404111862036,7.13088881119443,6.71411531199821,6.79496768913462,5.73138347222738,6.52563394953421
"CCR2 - mRNA",6.77411603061328,7.71362354770205,8.22128619734537,8.11957014779286,5.4308195266067,3.47136437156448,6.3188458952095,6.56763769698669,6.27711297345233,3.19980204416031,6.93682248616989,7.64611062211572,6.71856705512193,7.25792599956958,7.2551908320093,6.95478275142539,7.13967000662845,7.46176556775313,6.85309354361047,6.58354960601191,6.66405855964985,6.35582961296675,6.40557413866893,7.13362749295422,6.95461327043656,6.42039550699433,7.36619198983991,7.4995118685029,7.1033521669138,6.88820414027154
"CCL7 - mRNA",7.35907860602919,7.71362354770205,7.96494637224463,7.56498118021175,5.4308195266067,6.89031947843322,6.09645362748722,6.08221094282266,5.70882918629454,3.19980204416031,8.52178492408787,7.64611062211572,7.62545758771571,7.72358960474639,6.95033625825809,7.31735285148549,8.07826940547118,7.11029324522623,7.0106348124209,7.03811538735184,6.96104027557121,6.68925325078881,7.57116020172146,7.11286898281723,7.72513135813585,7.28289202198539,7.29907774859379,7.24953347780669,7.25863043906978,7.30324159083361
"NFKBIE - mRNA",7.64858524559266,7.533051282816,4.65347160813647,7.95729869332807,5.4308195266067,7.05078412502363,7.18956293304606,7.4232477620353,6.87321598255316,3.19980204416031,7.47739080791864,7.13153750587477,6.71856705512193,7.18753677583396,7.32230503087267,7.23489065351531,8.2551471728932,4.26985221203887,6.96000882685923,6.78285847198025,6.70470049593573,5.88189830426612,6.32540386534969,6.39666187139073,7.11507795181239,7.54592634907391,7.07668529977496,6.84743513547733,6.50190167292427,7.11059641371779
"MAPK10 - mRNA",6.77411603061328,8.38104820148769,4.65347160813647,7.92253322887039,5.4308195266067,6.50329633474323,5.83341910779822,5.87576003914788,6.17277617365251,3.19980204416031,8.00095281079005,7.32418260825324,6.88849196676063,7.11353616365691,7.38643550037423,7.05431846916995,7.55470746242538,7.25231230263246,6.32257887405545,6.68664317885846,6.99420719108816,6.3266831993642,6.51804882410639,7.00434444005032,7.18907861130815,6.86785446712164,7.29907774859379,7.12754303624614,6.64392057581764,7.0036814073451
"PIK3CD - mRNA",6.5110817117769,7.533051282816,4.65347160813647,4.99184601639063,5.4308195266067,6.38781922202002,6.35948791032928,6.12951665279282,5.93831108352748,3.19980204416031,7.28474574501116,7.4116454553289,7.52592195956672,7.25792599956958,7.4478359099517,6.73239031458239,6.36206246450432,6.57424022908534,6.47458194406728,6.99858706768376,6.2352151913558,5.79943617429573,6.51804882410639,6.17426954137854,6.45211301714194,7.13088881119443,6.99422333950387,6.74051987662916,6.03623802401417,6.4187187660948
"IL2 - mRNA",6.18915358920855,8.53305127892134,8.46744671854795,7.73490628069885,8.22847479276636,7.05078412502363,6.23395708415075,6.34524537704776,5.93831108352748,3.19980204416031,6.93682248616989,7.49410750066207,7.04049508699455,7.77249923366744,7.2551908320093,6.60685947443669,6.87663543914425,6.77587416529762,6.90754141683623,6.73555272051688,6.2352151913558,6.06952531997279,6.10301128809736,6.04873863023697,6.95461327043656,5.96096384835275,6.49172284714798,7.16936323287035,5.81384556603949,6.57626001342479
"ITGAM - mRNA",6.77411603061328,8.32660051050454,8.60237628131166,8.49571854787526,8.80578371899956,7.2622881535543,5.99691788616535,6.56763769698669,6.40543703638894,3.19980204416031,7.17783070977035,7.4116454553289,6.88849196676063,7.56604834351135,7.76976411060906,7.05431846916995,7.13967000662845,4.26985221203887,7.51020579325851,6.68664317885846,6.48897180398796,6.20382636490237,6.44404830977115,6.32627271473232,6.03707552884819,5.96096384835275,6.22868851505859,7.24953347780669,6.03623802401417,6.11059641371779
"FCGR1A - mRNA",6.5110817117769,8.08559240037893,8.92430437471424,8.39787122391617,8.05854984844434,6.97278157916972,7.83341911412351,8.29426147309475,8.13625035044228,3.19980204416031,7.56485375727068,7.23107319725973,7.52592195956672,7.25792599956958,7.67022833364909,6.95478275142539,7.0141390064226,7.0071997743053,6.96000882685923,6.52910188678928,6.89232749978619,5.5193282773066,6.44404830977115,6.21379796603665,5.86715051642078,7.20889130694281,7.1546878759018,7.24953347780669,5.73138347222738,6.17771059913702
"CD40 - mRNA",7.18915358920855,8.01847815672223,8.25445299678851,8.39787122391617,7.89505101853987,7.12478472659764,7.29808746573916,7.32506741663417,7.57876862803524,3.19980204416031,6.93682248616989,6.64611061491351,6.52592196739464,7.45057106455141,7.4478359099517,7.73239031458239,7.0141390064226,7.60986430055748,6.96000882685923,7.11406431461072,6.92709297259681,6.79943617429573,7.21848858947201,6.81169952906008,6.56759024216694,6.13088881119443,6.99422333950387,6.89806114849799,6.3443603971623,7.36213512642935
"PDK1 - mRNA",6.99650857058257,7.87408823508811,8.43887762178285,8.26542089893891,8.00608239467887,7.195174082547,8.14375920963854,7.91678726217269,8.1269725517741,3.19980204416031,6.47739081601437,7.23107319725973,7.30352951474652,7.18753677583396,7.90726762474354,8.14742791731897,6.55470747009866,7.53771440818601,7.90754141683623,6.99858706768376,7.3421305696817,7.43989376708072,6.78108331914206,7.00434444005032,6.03707552884819,7.04842666916746,6.3661919985843,6.49951187647544,6.03623802401417,6.92773248240396
"ITGB3 - mRNA",6.77411603061328,7.62616074854846,7.5499089634272,7.65244413126287,7.97911524913649,6.89031947843322,6.4374904787403,6.49724848468846,6.24316554630104,3.19980204416031,7.79931897890579,7.71649995858118,7.52592195956672,7.86560859063505,7.61776091873915,7.46935601729441,7.36206247327378,7.7441653684715,6.47458194406728,7.07658956780914,7.05833746257753,7.37018479066241,6.71968272428761,6.28974663586197,7.11507795181239,7.60482002423125,6.90676043459948,7.36200827698641,5.891848115836,6.47316653949942
"TREM1 - mRNA",7.5110817117769,7.71362354770205,7.49546104141786,7.77443459711337,7.83615748302565,7.38781921340574,6.23395708415075,6.76028280534835,6.43581075280117,3.19980204416031,7.79931897890579,7.64611062211572,6.52592196739464,7.03553360651072,7.2551908320093,7.23489065351531,6.87663543914425,7.11029324522623,7.05954449345743,6.82866210713906,6.74422892217568,6.49333300700726,7.32540387434484,6.91123507161777,6.95461327043656,7.35328132958389,6.71411531199821,6.74051987662916,6.77320361378379,6.4187187660948
"PRKCA - mRNA",8.0960441703175,8.01847815672223,8.22128619734537,7.8129087894922,7.77475680221392,7.66083756018108,7.04754398338359,6.6671734932286,6.63220791773099,3.19980204416031,7.17783070977035,6.64611061491351,6.71856705512193,7.38917060989401,7.50672960164952,7.23489065351531,7.36206247327378,7.25231230263246,7.05954449345743,6.9161249327106,7.05833746257753,6.61886401586473,6.00347570299873,6.43060925747148,6.77404111862036,7.28289202198539,6.3661919985843,7.08447429215621,6.68831477255355,6.92773248240396
"MB21D1 - mRNA",8.99650857340716,8.43351565600107,8.3185833537216,8.42296223865443,8.18193217993991,8.47528195483168,7.16684283991699,7.12951666309611,7.46555806286544,3.19980204416031,6.93682248616989,7.71649995858118,6.71856705512193,7.50946478164692,7.50672960164952,7.23489065351531,6.55470747009866,7.15920292158209,6.85309354361047,6.73555272051688,6.48897180398796,5.88189830426612,6.15031719651318,6.13362749295422,6.86715051642078,6.96096384835275,7.1546878759018,7.16936323287035,5.891848115836,6.80574189912376
"ABCF1 - mRNA",7.64858524559266,8.14972262396051,7.60237628131166,7.69426424918244,5.4308195266067,7.195174082547,6.71312489168131,7.12951666309611,6.82812815494721,3.19980204416031,6.64731579047093,7.71649995858118,7.17799854299741,7.56604834351135,7.03279858695618,7.23489065351531,6.13966999639742,7.29670634256233,7.28193681282074,6.87305626149766,6.89232749978619,6.35582961296675,5.95100825062212,6.32627271473232,6.77404111862036,6.42039550699433,7.7141153188688,7.24953347780669,6.39880813515202,7.21013220836468
"CD5 - mRNA",6.77411603061328,8.27001694708619,8.15257327641515,8.29290166826905,8.2735627121917,3.47136437156448,6.64899462176469,6.38477373643857,6.34270122620049,3.19980204416031,6.79931897890579,7.13153750587477,7.04049508699455,7.62049604858206,7.56331324687139,7.31735285148549,2.54527724159701,7.2065085510545,7.43805614000572,6.73555272051688,6.39275645051219,5.46686086207248,5.95100825062212,5.91123507161777,6.95461327043656,6.28289202198539,6.3661919985843,6.62504269743652,5.55081123201664,6.47316653949942
"CLEC5A - mRNA",6.18915358920855,8.27001694708619,8.34961032702861,8.02441296438544,7.92362027971155,3.47136437156448,7.56460237558608,8.14110459525145,8.0307572094654,3.19980204416031,7.56485375727068,6.49410750066207,6.88849196676063,7.50946478164692,7.76976411060906,6.84786758418782,6.87663543914425,6.8372747055733,7.76736372739653,6.9161249327106,7.11973793643215,6.20382636490237,5.95100825062212,6.46377617310239,5.86715051642078,6.54592635679403,7.29907774859379,6.94697086832873,5.81384556603949,6.4187187660948
"HSD11B1 - mRNA",6.77411603061328,7.533051282816,7.74921771154996,7.8129087894922,8.00608239467887,6.50329633474323,5.71312489168131,6.03330132545379,5.49470437652837,3.19980204416031,7.93682248616989,7.78361426044629,7.17799854299741,7.62049604858206,3.91156206901603,6.95478275142539,7.13967000662845,6.89616839058949,6.40058137372345,4.45440721921336,6.05833745175314,5.17140496816718,6.054101806311,6.52790648209607,6.77404111862036,6.13088881119443,6.99422333950387,6.94697086832873,5.22888324484569,6.57626001342479
"LAG3 - mRNA",7.35907860602919,8.53305127892134,8.40973120230871,8.54226107214794,7.80578371899956,6.38781922202002,6.71312489168131,6.56763769698669,6.0603016059985,3.19980204416031,7.56485375727068,7.4116454553289,7.41900668158606,7.67296350120489,7.76976411060906,7.05431846916995,6.87663543914425,7.38159522468096,6.90754141683623,4.45440721921336,6.53477556537811,5.79943617429573,6.10301128809736,6.43060925747148,6.03707552884819,6.54592635679403,6.99422333950387,7.36200827698641,5.64392059024394,6.71827909011246
"HLA-DOB - mRNA",6.18915358920855,8.14972262396051,8.3185833537216,7.92253322887039,7.97911524913649,6.7097471825245,4.41174369862063,6.12951665279282,6.0603016059985,3.19980204416031,6.47739081601437,6.13153750587477,7.04049508699455,7.11353616365691,7.18480165946758,7.05431846916995,6.55470747009866,7.25231230263246,6.15265388162591,4.45440721921336,6.28966306120229,5.35582959535189,5.44404830977115,5.81169954190256,6.03707552884819,6.13088881119443,5.90676043459948,6.84743513547733,5.4512756441992,6.52563394953421
"IHH - mRNA",6.77411603061328,3.89990153342207,8.04294882620067,4.99184601639063,7.83615748302565,3.47136437156448,6.14375920963854,6.21971447237991,6.13625035556994,3.19980204416031,7.86970839068429,7.32418260825324,7.62545758771571,7.18753677583396,6.86287351252155,6.95478275142539,7.36206247327378,7.46176556775313,6.90754141683623,6.52910188678928,6.66405855964985,5.79943617429573,5.89656050427173,6.25227201973404,7.0370755178631,6.13088881119443,6.60720013979214,6.94697086832873,5.891848115836,6.30324159083361
"COL17A1 - mRNA",7.18915358920855,3.89990153342207,8.04294882620067,7.88690936804884,7.97911524913649,7.05078412502363,6.23395708415075,6.12951665279282,5.49470437652837,3.19980204416031,7.86970839068429,7.49410750066207,7.17799854299741,7.45057106455141,7.38643550037423,7.14742792240705,6.72463240162888,7.25231230263246,7.0106348124209,6.2880937176994,6.28966306120229,5.5193282773066,5.83997694103187,6.09180741879068,6.32658214404588,7.13088881119443,6.81365106066764,6.49951187647544,5.64392059024394,6.71827909011246
"BCL6B - mRNA",6.77411603061328,8.01847815672223,8.18733877955819,4.99184601639063,7.74304792038089,3.47136437156448,6.18956293304606,6.72990914497851,6.57876862803524,7.79392265329085,7.38428141054345,7.23107319725973,6.52592196739464,7.81980497505105,7.2551908320093,7.31735285148549,7.0141390064226,6.77587416529762,7.10685011613101,6.87305626149766,6.82017769846057,6.38439867501688,6.44404830977115,6.67676986310567,6.67450532548886,7.04842666916746,2.76562024472676,7.56364224301224,6.16748245597973,7.39070440414345
"RASAL1 - mRNA",6.18915358920855,3.89990153342207,7.74921771154996,8.1499436783933,8.08408495659579,3.47136437156448,6.09645362748722,6.34524537704776,6.09877569009304,7.92516721455101,7.93682248616989,7.13153750587477,7.80602984882918,7.11353616365691,7.2551908320093,7.84786759045008,7.46159809946961,7.11029324522623,6.85309354361047,7.5565825288937,7.14948540917576,6.66616971028183,7.12685804587926,7.25227201973404,7.18907861130815,6.42039550699433,7.07668529977496,7.9469708624822,7.0362380130227,7.17771058917222
"NGFR - mRNA",6.5110817117769,3.89990153342207,8.49546104141786,8.02441296438544,7.97911524913649,3.47136437156448,5.94445042862068,6.34524537704776,5.89524224114932,7.57153034896966,7.64731579766713,6.78361426044629,6.52592196739464,7.50946478164692,7.99215651494676,7.39535539728831,7.46159809946961,7.15920292158209,7.19704807226724,6.73555272051688,6.89232749978619,6.43989376708072,7.02901082153898,6.88698758388053,7.0370755178631,6.96096384835275,6.90676043459948,7.16936323287035,6.50190167292427,6.92773248240396
"LILRA3 - mRNA",6.99650857058257,3.89990153342207,8.00447475156886,4.99184601639063,7.80578371899956,3.47136437156448,4.41174369862063,6.21971447237991,5.70882918629454,7.4016053133979,8.33537195239833,7.49410750066207,7.80602984882918,7.91000273642341,7.4478359099517,6.95478275142539,8.19856359050694,6.89616839058949,6.67621579183532,6.99858706768376,6.62223830319985,5.75636748223293,6.44404830977115,6.61905427315769,7.99643357573682,7.20889130694281,7.43032237706466,7.62504270474468,6.64392057581764,6.96620662086331
"NOD2 - mRNA",6.5110817117769,3.89990153342207,7.49546104141786,4.99184601639063,5.4308195266067,3.47136437156448,5.99691788616535,5.69888223753912,6.24316554630104,7.4016053133979,7.86970839068429,7.49410750066207,7.04049508699455,7.50946478164692,7.32230503087267,6.46935601729441,7.36206247327378,6.95275191522904,7.0106348124209,6.73555272051688,6.53477556537811,6.38439867501688,6.83997694103187,7.3441945694571,7.18907861130815,6.6614035468966,6.22868851505859,7.24953347780669,6.50190167292427,6.88820414027154
"EIF2B4 - mRNA",6.99650857058257,7.71362354770205,7.49546104141786,7.69426424918244,7.80578371899956,6.38781922202002,5.89000267703569,6.4232477620353,6.49470436053007,7.10204489764652,7.38428141054345,6.49410750066207,6.52592196739464,7.03553360651072,3.91156206901603,6.95478275142539,7.2551471728932,7.29670634256233,6.67621579183532,7.11406431461072,6.82017769846057,6.92142665456717,7.44404831805615,7.32627270574258,6.95461327043656,7.48452582757014,7.22868850543975,7.71250548538029,6.92932280318771,7.33298892751668
"GPC4 - mRNA",6.99650857058257,8.01847815672223,7.96494637224463,8.1499436783933,7.74304792038089,6.80285661362027,6.8334191204488,6.90324068888173,6.68373826098216,7.30849582482043,6.79931897890579,7.23107319725973,7.41900668158606,7.45057106455141,3.91156206901603,7.05431846916995,7.55470746242538,7.46176556775313,7.05954449345743,6.87305626149766,7.11973793643215,6.13823804557785,6.71968272428761,6.91123507161777,6.03707552884819,7.04842666916746,7.90676043459948,7.92272321585363,7.83374520920063,7.60092217477331
"GLI1 - mRNA",7.18915358920855,8.08559240037893,7.9243043776838,7.60937524162092,5.4308195266067,3.47136437156448,6.04754399428926,6.03330132545379,4.50542934588126,7.20896020132605,7.28474574501116,6.78361426044629,7.71856705512193,7.77249923366744,3.91156206901603,6.60685947443669,7.0141390064226,6.95275191522904,6.7376163282704,6.68664317885846,6.53477556537811,6.06952531997279,6.78108331914206,6.7592320420997,6.32658214404588,6.13088881119443,6.99422333950387,7.04008014921233,6.92932280318771,6.36213512642935
"TNFRSF4 - mRNA",6.99650857058257,7.79608566398358,7.49546104141786,7.95729869332807,5.4308195266067,3.47136437156448,5.71312489168131,6.38477373643857,5.80504458074451,7.86103700960213,7.47739080791864,6.90914506396057,7.88849197284901,7.18753677583396,3.91156206901603,7.60685948183754,7.55470746242538,7.25231230263246,7.73761633502999,7.32051522123804,6.48897180398796,6.66616971028183,6.62238556336083,7.09180741879068,6.03707552884819,7.04842666916746,6.22868851505859,7.43239751509185,6.81384556603949,6.92773248240396
"ITGAL - mRNA",6.18915358920855,7.71362354770205,7.74921771154996,7.99124597867783,5.4308195266067,3.47136437156448,6.47496521019422,6.49724848468846,6.43581075280117,7.98656772879542,6.64731579047093,6.49410750066207,6.88849196676063,7.62049604858206,3.91156206901603,6.73239031458239,6.72463240162888,7.67857703466831,6.61208556663003,6.95794514185333,6.82017769846057,6.90179781243852,6.86854612335356,6.98162450909827,6.03707552884819,6.6614035468966,6.71411531199821,7.59466904030738,6.96584865050817,6.88820414027154
