"","20201209_30102534211221-01_P0094 D3 27 nmc2 30_12.RCC","20201209_30102534211221-01_P0094 D3 18 nmc2 30_03.RCC","20201209_30102534211221-01_P0094 D3 23 PD1 250_08.RCC","20201208_30102534591221-01_P0094 D3 8 nmc2 100_05.RCC","20201208_30102534591221-01_P0094 D3 9 nmc2 30_06.RCC","20201209_30102534211221-01_P0094 D3 17 nmc2 100_02.RCC","20201209_30102534211221-01_P0094 D3 16 IFN_01.RCC","20201209_30102534211221-01_P0094 D3 26 nmc2 100_11.RCC","20201204_30102534581221-01_P0094 D0 1_07.RCC","20201204_30102534581221-01_P0094 D0 2 _08.RCC","20201204_30102534581221-01_P0094 D0 3_09.RCC","20201209_30102534211221-01_P0094 D3 19 IgG 250_04.RCC","20201208_30102534591221-01_P0094 D3 14 PD1 250_11.RCC","20201209_30102534211221-01_P0094 D3 25 IFN_10.RCC","20201208_30102534591221-01_P0094 D3 10 IgG 250_07.RCC","20201204_30102534581221-01_P0094 IgG 250 D3 1_10.RCC","20201208_30102534591221-01_P0094 D3 7 IFN_04.RCC"
"OAS2 - mRNA",6.54259207549129,6.0695318718268,6.71127972530302,6.26217916772614,6.39597283655047,5.61250510611104,5.8363144987552,6.0535639979168,6.32125748259726,6.29159298677358,6.42528634287013,5.30405629487626,5.66296755641934,5.98022134899074,5.47515416178462,5.59173805215509,5.25332439962963
"IFIH1 - mRNA",6.1275545194672,6.16574718500725,6.26521541500831,6.46863000509494,6.62103939542119,6.15307340822532,6.21071012680291,6.09203817202469,6.43909393043919,6.06098018484925,6.34933751549773,4.89966593776427,5.59585343106833,6.14580733265718,5.53788986054712,5.25225150407418,5.61087649096592
"MS4A4A - mRNA",6.65806926314974,6.25594501102959,6.5996344644274,6.18623032414496,6.52150375432491,6.19746747905179,6.16888983709941,6.30354219070007,6.05207098255302,5.80944127585029,5.46181213328202,4.39716565362155,5.45146355313326,6.12832006768765,5.5682634830662,5.41890133563159,5.46277783681731
"EOMES - mRNA",7.16708288978846,6.29901372237221,5.9895809013168,5.85941998739401,5.98716735537387,5.90796099072935,5.4737445131578,6.45882047507323,6.05207098255302,5.66505144369066,5.72484666459793,5.36679201914597,5.37346098984514,5.79313571904068,5.47515416178462,5.44489647792346,5.27569216494178
"CD8A - mRNA",6.65806926314974,6.01890581103194,6.6161226399582,5.93097323439124,6.15155421246358,5.85351317159047,5.8363144987552,6.20166253836894,5.72086505654296,5.29159298677358,5.04677465582616,5.23846802543335,5.48893821797332,5.85823090795938,5.65572636545415,5.39242905557595,5.23060437236065
"NKG7 - mRNA",6.65806926314974,6.29901372237221,6.30643806294079,6.08530144486898,6.05992367245576,5.61250510611104,5.8363144987552,5.3676725741793,6.08859675692957,5.71480446057492,5.38781158974131,4.89966593776427,5.33281904909862,5.55212766447634,5.30522918061302,5.61482148672589,5.8079133172979
"VCAM1 - mRNA",6.71251702706657,5.7965133971117,6.1108872444148,5.731664476089,6.19527548145516,5.24053632698951,5.88878198808802,5.5989981811102,5.52155621995233,5.83216144640807,5.94723901189214,4.76639952071312,5.45146355313326,5.87929240238237,5.11258412873296,5.61482148672589,5.06067928926675
"CXCL11 - mRNA",6.41706109351704,6.25594501102959,6.17905880357785,5.99914472429989,6.46903635246113,5.47500158825867,4.27467830509831,4.38219183199292,6.76666871239086,6.00208636343963,6.63173714199866,3.94271801654841,5.48893821797332,4.85823090795938,5.30522918061302,5.12939480086993,5.46277783681731
"IL2RG - mRNA",6.65806926314974,5.60386831175309,6.13397076740341,5.99914472429989,6.17358046375321,5.79692957934902,4.27467830509831,5.3676725741793,6.32125748259726,6.09894801933253,6.16225193703633,5.06013071679503,5.66296755641934,5.52565557439912,4.9833010583602,4.9950935814872,5.40307158838934
"OAS1 - mRNA",6.41706109351704,6.16574718500725,6.30643806294079,5.6772167985786,6.48673818180682,5.54539086672292,4.27467830509831,5.6514655202132,6.12422073542918,5.29159298677358,5.8947715235847,4.94148618940801,5.72709791117117,5.85823090795938,5.71122153960042,5.95946969380991,5.42324942628788
"KIF2C - mRNA",5.95762948965226,6.01890581103194,5.96404590976258,5.40304168695537,5.77304249179763,5.40100095901364,6.32935455256236,5.97339363806226,6.3813784529425,6.44687127915366,6.40667057313784,5.4846285834792,5.48893821797332,5.52565557439912,5.40956574623967,5.70363084024754,5.91153599248268
"MKI67 - mRNA",6.04509238962028,6.42100425219803,6.22278000983222,5.62063317999033,5.58861801299887,5.79692957934902,6.25135195384578,5.54455039136376,6.54802837363964,6.66505144369066,6.61561751423302,5.51264294477764,5.11042659793206,6.07454885014452,5.5682634830662,6.12939480086993,6.07350336673097
"HLA-DQA1 - mRNA",6.34994704397683,5.96643828895889,5.96404590976258,6.24356363944042,6.37711373423623,6.61250509136715,5.88878198808802,5.88850480101111,6.64931165642924,6.60034579395266,6.66344604284175,5.6701842283023,5.6953890847325,5.52565557439912,5.3408530574162,5.47043160373219,6.00821198304444
"C1QA - mRNA",6.65806926314974,6.42100425219803,6.06358154633597,6.12652409113584,6.23771077944823,6.70766223186603,5.88878198808802,5.5989981811102,7.27446332623586,7.25001398232261,7.23791627093018,5.36679201914597,5.90397569315862,5.49868842930111,5.02769513763793,5.28139777478665,5.88268102352984
"MARCO - mRNA",6.81561049678706,6.16574718500725,6.34651548833273,5.80966697094284,5.80161167813643,5.47500158825867,5.8363144987552,5.75100123586055,6.49458913620488,6.54640700893247,6.54927493217011,4.61955809452065,4.90397566906507,5.3854777341983,5.23122851659278,5.39242905557595,5.34078720083113
"CXCL9 - mRNA",7.00202350419613,5.91199061053829,5.9895809013168,5.90751437825099,5.71414875767399,6.01105454666099,5.6049890887815,5.48796682466903,6.85413151700982,6.38675030993913,7.43450479270728,4.61955809452065,4.28387185478812,5.19703276357453,4.62715715144364,5.16110357816394,4.61087649096592
"UBA7 - mRNA",6.65806926314974,5.67098249143081,5.74165347301883,5.2247044573611,5.21664921621303,5.40100095901364,5.72528324898752,5.79830685298999,6.43909393043919,6.44687127915366,6.67904287554947,5.4846285834792,5.93145640094122,5.35573056121276,5.37561844421731,5.72500451790874,4.98124490414892
"IL32 - mRNA",6.34994704397683,5.7965133971117,5.51424294271906,5.56173951537186,5.71414875767399,6.01105454666099,5.40335509274161,5.54455039136376,7.07044937452912,6.54640700893247,7.07062150367562,5.06013071679503,5.45146355313326,5.32535694590214,4.44273268114378,5.06380650621018,4.86803435335696
"CDKN1C - mRNA",6.1275545194672,5.96643828895889,5.77140080540766,5.14670197536785,6.2991112858769,6.24053630790918,5.6049890887815,5.48796682466903,6.67355936364789,6.3557233033742,6.26916706469233,5.45605944674843,5.33281904909862,5.26262107461296,5.07076382180679,5.22250412282808,5.59317440905172
"NDUFA4L2 - mRNA",6.27955759846801,6.0695318718268,6.1108872444148,5.18623034395721,5.88407378659805,6.10726977027527,5.72528324898752,5.6514655202132,6.54802837363964,6.3557233033742,6.24840855305116,4.85659733450365,5.84739212527883,5.05617016823711,4.73818848113006,5.16110357816394,4.86803435335696
"ITGA4 - mRNA",3.92780564260213,5.45947840710184,5.01467196370624,6.18623032414496,6.08338275793892,6.4384757554823,5.8363144987552,6.0535639979168,6.08859675692957,6.27510501851754,5.99786505835528,5.54012366688977,6.13427339671034,5.23019963108508,5.15322607500554,6.43195750516649,6.06067926765309
"TRIM21 - mRNA",3.92780564260213,5.96643828895889,6.30643806294079,6.18623032414496,6.12918631191633,6.01105454666099,5.98831769572701,6.01403562830003,5.93659363286311,5.87655554888437,5.99786505835528,5.74294053311628,5.33281904909862,5.90005106233709,5.68374071685863,5.47043160373219,5.66271542387477
"MXI1 - mRNA",3.92780564260213,5.7965133971117,6.01467196370624,5.97677702228667,5.77304249179763,6.01105454666099,5.8363144987552,5.88850480101111,6.3813784529425,6.51866191999456,6.36870281181785,5.56709070071005,5.84739212527883,5.94069300321369,6.0918254827493,5.86636036206281,5.46277783681731
"CASP8 - mRNA",3.92780564260213,6.01890581103194,6.17905880357785,6.16660153503707,5.71414875767399,6.51062547267304,5.6049890887815,6.42907299363566,6.72086505654296,6.71480446057492,6.67904287554947,6.51264294477764,6.52546405544876,6.12832006768765,6.34085303961753,6.04693247096227,5.98124490414892
"PLOD2 - mRNA",3.92780564260213,6.11844148161637,6.2010850230236,6.26217916772614,6.23771077944823,6.15307340822532,5.98831769572701,6.23642798266487,7.30582741137554,7.27510501851754,6.97277413640558,6.54012366688977,6.15773226286527,6.2943299200432,6.42624454005438,6.48303180207738,6.37226541847449
"BIRC5 - mRNA",3.92780564260213,6.21155088341217,5.58295566931197,5.70469742541514,5.2991112858769,6.10726977027527,6.08142704472536,5.88850480101111,6.72086505654296,6.91962424297036,7.33955632221576,6.04102190364925,5.48893821797332,5.92051514277924,6.55315666525086,6.35178712210876,6.18406173099188
"UBE2C - mRNA",3.92780564260213,5.96643828895889,6.47861904561481,5.93097323439124,6.41458846947314,5.67663537045233,6.08142704472536,5.5989981811102,6.74394849771589,7.18088965998559,7.21669968151622,5.59356289879235,5.48893821797332,6.2943299200432,5.98330103555565,6.2522515230002,6.43323356007528
"PSMB9 - mRNA",6.41706109351704,3.88452124220172,6.06358154633597,5.78413187562056,5.80161167813643,6.3625268554936,6.25135195384578,6.36767255670845,7.81106281930268,7.64594257752465,7.66344604995794,5.71909380328434,6.15773226286527,5.60365803200692,5.8161911069318,5.61482148672589,5.95376422833289
"ANLN - mRNA",6.54259207549129,6.01890581103194,6.34651548833273,6.28055769942027,6.10646614511908,5.85351317159047,6.29088042705287,5.702091601201,6.89595167595868,7.198483565193,7.16225193703633,6.25514658736287,5.24793013307168,5.7707680340675,6.26870318951265,6.52018475005987,6.60205249677678
"APOL6 - mRNA",6.41706109351704,5.7965133971117,5.82911618104132,5.93097323439124,6.17358046375321,6.40100095901364,6.16888983709941,6.36767255670845,7.61215870837801,7.50458673971925,7.34933752434489,5.8996659619299,6.20353604278063,5.7707680340675,6.19275438331077,5.95946969380991,6.26455170607117
"PARP9 - mRNA",6.27955759846801,6.21155088341217,5.71127972530302,5.99914472429989,6.05992367245576,6.61250509136715,5.8363144987552,6.33596369193398,7.50813569421035,7.45421317768306,7.31979323902951,5.76639949420888,5.78849849782443,5.55212766447634,5.89019162052205,5.86636036206281,5.761119103838
"FCGRT - mRNA",7.00202350419613,6.16574718500725,6.28597389371737,6.59148684629902,6.48673818180682,6.57933814548334,6.36682923681973,6.45882047507323,6.78903656802202,7.17201144241478,6.97277413640558,5.71909380328434,6.22590377358985,6.12832006768765,6.17312551415117,6.08048511795566,6.64564183321522
"IRF9 - mRNA",6.65806926314974,6.01890581103194,5.74165347301883,6.26217916772614,6.08338275793892,6.70766223186603,6.43897898334975,6.5989981811102,6.9954873454716,7.32401458888228,7.17330702943709,6.09760540336385,6.24793011408888,6.21371150652938,5.86594409612651,6.08048511795566,5.98124490414892
"MSH6 - mRNA",6.48119141038367,6.16574718500725,5.96404590976258,6.26217916772614,6.27893347206304,6.47500160447695,6.29088042705287,6.36767255670845,6.89595167595868,6.9920327814156,6.92124375787104,5.9414862128832,6.432354684467,6.42897949824394,6.42624454005438,6.36546209416777,6.5294487800133
"PIK3R1 - mRNA",6.48119141038367,6.11844148161637,6.06358154633597,6.24356363944042,6.27893347206304,6.3625268554936,6.08142704472536,6.27037547033612,7.10651868926692,7.27510501851754,7.01024876525239,6.42691299981027,6.33281906699668,6.57812284665382,6.35834039793943,6.36546209416777,6.44314894089304
"PRKACB - mRNA",6.27955759846801,5.91199061053829,5.71127972530302,6.18623032414496,6.25846926997184,6.54539085127694,6.6049890887815,6.23642798266487,6.67355936364789,7.28337241787737,7.13988401384381,5.87829241898096,6.26962508744097,6.3706807642927,6.47515416178462,6.44489646136319,6.39287577509832
"TNKS - mRNA",6.54259207549129,6.42100425219803,5.93805071131441,6.12652409113584,6.23771077944823,6.51062547267304,6.69613692058075,6.54455039136376,7.0145962056113,7.20720084785528,7.07062150367562,6.2045205561165,6.47032249474791,6.24650140713839,6.59801092016057,6.28139777478665,6.5294487800133
"BCL2 - mRNA",6.65806926314974,6.91199059855826,6.58295566931197,6.74496130019696,6.66834508135849,6.51062547267304,6.36682923681973,6.20166253836894,7.35163118219617,7.17201144241478,7.09408026219359,5.87829241898096,6.0108908557719,6.57812284665382,5.98330103555565,6.4577206665907,6.37226541847449
"C2 - mRNA",6.86452009299877,7.16574719505502,6.82911619372969,6.36909435016125,6.43296707157315,6.61250509136715,6.32935455256236,6.33596369193398,7.52155623565562,7.17201144241478,7.30980911076165,5.98212824563508,6.29099893815287,5.92051514277924,6.15322605473483,6.04693247096227,5.86803435335696
"MAML2 - mRNA",6.7649843354354,6.42100425219803,6.1108872444148,6.10606000716057,6.19527548145516,6.01105454666099,6.63601584880661,6.23642798266487,7.52155623565562,7.10828579646134,7.29975539669081,6.22159419697791,6.06151687792496,6.42897949824394,6.26870318951265,6.33798142941869,6.18406173099188
"SREBF1 - mRNA",7.08691254970888,6.63781553398549,6.44209305012385,6.20559565138936,6.43296707157315,6.28235645471073,6.36682923681973,6.72675367281422,6.87519317320153,7.34786139179689,7.36870280308866,6.30405631313473,6.77339167439672,6.45726864411466,6.26870318951265,6.47043162000193,6.34078718303165
"HES1 - mRNA",6.81561049678706,6.49695297548573,6.42347757882377,6.36909435016125,6.12918631191633,6.57933814548334,6.43897898334975,6.45882047507323,7.07044937452912,7.22447883301079,7.30980911076165,6.51264294477764,6.39336047481884,6.38547775145486,6.0918254827493,6.2522515230002,5.8079133172979
"PSMB10 - mRNA",6.81561049678706,6.53347898608656,6.47861904561481,6.36909435016125,6.33863969759953,6.01105454666099,5.6049890887815,6.30354219070007,6.74394849771589,7.00208636343963,6.78374024126317,5.9414862128832,5.87596134675164,6.23019961186755,6.17312551415117,6.08048511795566,5.77688649053707
"CSF1 - mRNA",6.86452009299877,6.96643830049522,6.6161226399582,6.06423982715387,6.63698088597763,6.3625268554936,6.25135195384578,6.27037547033612,6.49458913620488,6.7510246221535,6.85412960905944,6.13413126148162,6.29099893815287,5.92051514277924,5.89019162052205,5.65990946367,5.72905777534763
"IFI6 - mRNA",6.60148562278491,6.60386831175309,6.49654101113267,6.06423982715387,6.15155421246358,6.4384757554823,5.78186663995269,6.39869947426057,7.03345509288548,7.23304091056078,7.26916706469233,5.39716565362155,6.08617899293524,5.74804795547027,6.07076380034368,5.76682469204475,5.36184887723835
"IFIT3 - mRNA",6.86452009299877,6.16574718500725,6.82911619372969,6.06423982715387,6.41458846947314,6.15307340822532,6.40335509274161,6.33596369193398,7.2424020637105,7.08008899983569,7.29975539669081,5.45605944674843,6.20353604278063,5.96059256290368,5.84128196384231,6.0298590890464,5.71275608016058
"IL33 - mRNA",6.71251702706657,6.25594501102959,6.51424294271906,6.36909435016125,6.2991112858769,6.19746747905179,6.66638948153136,6.6770007150437,7.08859675692957,7.20720084785528,6.89477151146083,5.54012366688977,6.29099893815287,6.07454885014452,6.19275438331077,6.0298590890464,5.66271542387477
"IRF3 - mRNA",6.60148562278491,5.96643828895889,6.03933392112034,5.93097323439124,6.39597283655047,6.73803586164315,5.93940803177171,6.42907299363566,6.59955865426367,6.6901424153392,6.64767876420657,6.18724271128671,6.41298932957647,6.32535692791126,6.39269187376794,6.19213039485903,6.12368918322271
"JAG1 - mRNA",6.54259207549129,6.38147588052836,6.2010850230236,6.59148684629902,6.53857722574532,6.82549871322867,6.29088042705287,6.91019977833202,6.83275792559056,6.83216144640807,6.79809550105203,6.30405631313473,6.33281906699668,6.27856260196288,6.35834039793943,6.59173805215509,6.39287577509832
"NFKBIE - mRNA",7.00202350419613,6.42100425219803,6.30643806294079,6.38616798672237,6.33863969759953,6.57933814548334,6.29088042705287,6.702091601201,6.78903656802202,6.78635777476626,6.32970863045756,6.4846285834792,6.48893821797332,6.32535692791126,6.25008758424695,6.47043162000193,6.02150868762368
"TGFB1 - mRNA",7.20555702386624,6.3408339059193,5.80054714050218,6.24356363944042,6.19527548145516,6.67663537045233,7.01216450138697,6.88850478883446,6.72086505654296,6.63951636123046,6.96006302224658,6.16975515417851,6.20353604278063,6.14580733265718,6.25008758424695,6.06380648464332,6.37226541847449
"ARID1A - mRNA",7.00202350419613,6.11844148161637,5.74165347301883,5.88366763469432,6.37711373423623,6.76778327923309,6.96407006050466,6.54455039136376,6.64931165642924,7.00208636343963,6.81230943043063,6.56709070071005,6.56108805074096,6.49868842930111,6.59801092016057,6.65990946367,6.52011099828843
"PRKCA - mRNA",6.91182588765314,6.21155088341217,6.28597389371737,5.93097323439124,6.03607683607231,6.15307340822532,7.14751611657441,6.62547029289342,6.67355936364789,6.51866191999456,6.53220156717074,6.70702099100671,6.50731666433317,6.49868842930111,6.53788986054712,6.53235936982874,6.43323356007528
"TPM1 - mRNA",6.48119141038367,6.73511273282084,6.2010850230236,6.48457168035857,6.62103939542119,6.90796099072935,6.63601584880661,6.36767255670845,6.85413151700982,6.7510246221535,6.94723901189214,6.55367019177333,6.78849849782443,6.41462420375991,6.71122153960042,6.3790086431763,6.4131957157768
"HK1 - mRNA",6.65806926314974,6.21155088341217,6.32661586588887,6.38616798672237,6.21664921621303,6.51062547267304,6.72528324898752,6.27037547033612,6.8110628128786,6.90897700256658,7.16225193703633,6.67018424246836,6.66296754218224,6.93063926644296,6.92581546321111,6.81745076328738,6.63702877952898
"S100A9 - mRNA",6.48119141038367,6.38147588052836,6.1108872444148,6.59148684629902,6.27893347206304,6.10726977027527,6.54085866917313,6.88850478883446,6.59955865426367,6.46151803323496,6.26916706469233,6.45605944674843,6.35328307653688,6.47120770545826,6.58321387186532,5.9773916478897,6.53872663594906
"HELLS - mRNA",6.04509238962028,6.16574718500725,6.38550960671098,6.50033898133167,6.33863969759953,6.51062547267304,6.69613692058075,6.79830685298999,6.32125748259726,6.56008183312413,6.36870281181785,6.38205878573614,6.24793011408888,6.38547775145486,6.40956574623967,6.43195750516649,6.49172919556531
"BRD3 - mRNA",6.65806926314974,6.45947839070811,6.78604752374476,6.48457168035857,6.17358046375321,6.67663537045233,6.96407006050466,6.54455039136376,6.41052483909727,6.33995613502699,6.44366482883652,6.36679203662749,6.48893821797332,6.67765857858942,6.68374071685863,6.49552264921295,6.71275609391473
"HDAC3 - mRNA",7.08691254970888,6.76613963650943,6.5996344644274,6.50033898133167,6.39597283655047,6.73803586164315,6.80934746592405,6.5989981811102,6.54802837363964,6.53260110611095,6.53220156717074,6.15205330286718,6.45146355313326,6.34062366770996,6.59801092016057,6.4577206665907,6.46277783681731
"TMUB2 - mRNA",7.16708288978846,6.42100425219803,6.64854398953653,6.731664476089,6.46903635246113,6.57933814548334,6.69613692058075,6.8213905726815,6.49458913620488,6.63951636123046,6.63173714199866,6.23846800632564,6.57857539794622,6.3099267590841,6.26870318951265,6.48303180207738,6.42324942628788
"CSF1R - mRNA",6.34994704397683,5.96643828895889,5.6161226399582,6.0428661959909,6.03607683607231,5.90796099072935,6.36682923681973,6.79830685298999,6.62464966959703,6.24155234024109,6.16225193703633,5.85659735940157,6.22590377358985,5.55212766447634,5.79065593480871,5.92294393608456,6.08621447617063
"SBNO2 - mRNA",6.20555702386624,6.38147588052836,5.93805071131441,5.93097323439124,5.88407378659805,6.47500160447695,6.12582113890512,6.27037547033612,6.29023067248037,6.47601759769149,6.11716398995269,6.09760540336385,6.29099893815287,5.87929240238237,5.73818845410245,5.92294393608456,5.98124490414892
"CD96 - mRNA",6.7649843354354,6.01890581103194,6.34651548833273,6.46863000509494,6.31901079512743,6.15307340822532,6.32935455256236,6.12951288178159,6.46710834593805,6.29159298677358,6.36870281181785,5.85659735940157,6.0108908557719,5.92051514277924,5.8161911069318,5.63754159312646,6.20752065389072
"TYMP - mRNA",6.48119141038367,6.45947839070811,6.28597389371737,6.60613362362345,6.41458846947314,6.61250509136715,6.12582113890512,6.20166253836894,6.78903656802202,6.30789479372246,6.67904287554947,6.02165658884915,6.78849849782443,5.67765856449657,5.68374071685863,5.82736615557941,6.12368918322271
"RELB - mRNA",7.00202350419613,5.29901374069462,5.77140080540766,5.70469742541514,6.2991112858769,6.40100095901364,6.16888983709941,6.23642798266487,6.22610036355002,6.58704897670845,6.28963112009334,6.2045205561165,6.81824580979034,5.81516210618286,6.4427326977289,6.08048511795566,5.91153599248268
"MELK - mRNA",6.71251702706657,5.60386831175309,5.6161226399582,5.88366763469432,5.17358044376649,6.01105454666099,6.66638948153136,5.9315734326525,6.59955865426367,6.15408953116614,6.46181214964926,5.92072766326322,5.84739212527883,5.90005106233709,6.15322605473483,6.28139777478665,6.29771855337345
"IL6R - mRNA",6.65806926314974,5.60386831175309,5.96404590976258,5.70469742541514,5.48673818180682,6.28235645471073,6.36682923681973,6.45882047507323,6.32125748259726,6.51866191999456,6.38781158974131,6.49870363355109,5.90397569315862,6.45726864411466,6.26870318951265,6.36546209416777,6.18406173099188
"GBP4 - mRNA",6.34994704397683,5.67098249143081,5.06358154633597,4.56173951537186,5.58861801299887,5.61250510611104,4.27467830509831,5.54455039136376,8.15898604746958,7.94590350586202,8.02862729640885,5.54012366688977,4.84739215033612,4.52565554308167,4.8901916448469,4.92294393608456,4.71275610766887
"SOCS1 - mRNA",3.92780564260213,5.7965133971117,5.91157841454386,5.26217916772614,5.48673818180682,5.96042835055578,4.27467830509831,4.38219183199292,6.87519317320153,7.0895492404404,6.86780442748893,4.61955809452065,5.62980072691805,4.67765859268228,5.19275440303362,5.12939480086993,5.57525241886919
"CXCL13 - mRNA",3.92780564260213,5.11844146085098,5.40461849141763,4.83475803084301,4.71414878515574,6.01105454666099,5.72528324898752,5.48796682466903,6.46710834593805,6.60034579395266,6.78374024126317,4.61955809452065,4.59585343106833,4.57812284665382,4.37561840946753,4.95946971699429,4.86803435335696
"IL16 - mRNA",6.34994704397683,3.88452124220172,5.88461137598771,5.75813679703791,5.45111448924894,5.73803584812792,4.27467830509831,5.3676725741793,6.15898605756455,6.02198591440199,5.72484666459793,5.45605944674843,5.33281904909862,5.65341104356926,5.07076382180679,4.92294393608456,5.25332439962963
"TLR3 - mRNA",5.95762948965226,3.88452124220172,4.96404590976258,5.40304168695537,5.74389613752342,6.40100095901364,5.78186663995269,5.30354219070007,6.15898605756455,6.41712394712922,6.46181214964926,5.30405629487626,5.29099891972839,5.19703276357453,5.5682634830662,5.12939480086993,5.18406173099188
"MB21D1 - mRNA",6.20555702386624,3.88452124220172,4.80054714050218,5.02117112290229,4.88407378659805,5.79692957934902,6.16888983709941,5.84411065197207,5.81106282572675,6.47601759769149,6.13988401384381,5.30405629487626,5.24793013307168,5.41462422067134,5.19275440303362,4.95946971699429,4.89718063479304
"DUSP2 - mRNA",5.95762948965226,5.29901374069462,5.28597389371737,4.97677699937876,4.88407378659805,4.96042835055578,4.27467830509831,4.38219183199292,5.93659363286311,5.85452925086558,6.02252714434829,4.61955809452065,4.84739215033612,4.85823090795938,4.68374068879149,4.39242905557595,4.77688646422479
"TNFSF12 - mRNA",6.34994704397683,3.88452124220172,4.91157841454386,4.06423980559348,5.37711371687933,5.73803584812792,4.27467830509831,4.38219183199292,4.93659365641804,4.73905207915731,5.34933753319204,4.76639952071312,5.33281904909862,4.81516213180624,4.73818848113006,4.76682469204475,4.20752065389072
"TNFSF9 - mRNA",6.34994704397683,3.88452124220172,5.32661586588887,4.78413190180102,4.2991112858769,5.61250510611104,4.27467830509831,4.38219183199292,5.29023067248037,5.18971344732031,4.99786508093077,4.2716348337825,5.20353606235663,4.62874886973927,4.30522914412574,4.23441678277783,4.09456275091373
"TDO2 - mRNA",6.04509238962028,3.88452124220172,4.96404590976258,4.731664476089,5.03607683607231,4.96042835055578,4.27467830509831,5.23642798266487,5.15898603737461,4.47601759769149,4.72484669187665,4.2045205169912,5.06151687792496,4.7707680076434,4.73818848113006,4.33798141158456,4.20752065389072
"KIT - mRNA",3.92780564260213,3.88452124220172,4.68025283926029,4.0231318395412,3.93943675951073,5.79692957934902,6.12582113890512,4.38219183199292,6.41052483909727,6.47601759769149,6.30980910166874,5.56709070071005,4.78849852392578,5.44319334236122,5.02769513763793,5.70363084024754,5.53872665146656
"VCAN - mRNA",3.92780564260213,3.88452124220172,4.16255817824579,5.5003389972676,4.21664925501079,5.73803584812792,5.8363144987552,5.3676725741793,6.08859675692957,5.5870489617021,5.84032384214897,5.9414862128832,5.56108805074096,5.92051514277924,6.07076380034368,5.63754159312646,6.37226541847449
"HDAC5 - mRNA",3.92780564260213,3.88452124220172,4.74165347301883,5.14670197536785,5.08338273666273,5.79692957934902,5.93940803177171,5.79830685298999,5.72086505654296,5.76289873166396,5.72484666459793,5.45605944674843,5.56108805074096,5.57812284665382,5.5682634830662,5.49552264921295,5.25332439962963
"FANCA - mRNA",3.92780564260213,3.88452124220172,5.28597389371737,4.83475803084301,3.93943675951073,5.40100095901364,5.4737445131578,5.702091601201,5.67355936364789,5.44687126261605,5.66344604284175,5.61955809452065,4.95842358337107,5.29432990166121,5.65572636545415,5.47043160373219,5.00821198304444
"SAMSN1 - mRNA",3.92780564260213,5.11844146085098,5.06358154633597,5.43620865550172,5.08338273666273,3.79098780053728,4.27467830509831,5.84411065197207,5.62464966959703,5.25842628473569,5.53220158275858,4.39716565362155,4.59585343106833,4.90005103817791,4.15322603446413,4.59173805215509,4.98124490414892
"LTBP1 - mRNA",3.92780564260213,5.38147588052836,5.32661586588887,4.62063320931245,4.45111448924894,5.61250510611104,5.93940803177171,4.38219183199292,5.72086505654296,5.04161469294942,5.30980911985455,3.98212829128127,4.84739215033612,5.09269600740399,4.30522914412574,4.84699498773588,4.92574972528493
"JAK3 - mRNA",3.92780564260213,5.53347897051252,4.96404590976258,4.6772167985786,4.82962598566383,5.05996408897982,5.54085866917313,4.38219183199292,6.22610036355002,6.09894801933253,5.72484666459793,4.71909383067205,5.0108908557719,4.67765859268228,4.93749731725294,4.59173805215509,4.29771857171231
"SERPINA1 - mRNA",3.92780564260213,5.38147588052836,4.85713064895757,4.731664476089,4.52150377002877,5.54539086672292,5.72528324898752,4.38219183199292,6.29023067248037,5.80944127585029,6.11716398995269,4.2716348337825,4.72709793840736,4.2110489614867,4.62715715144364,4.33798141158456,4.09456275091373
"SFRP1 - mRNA",7.84027245442083,7.47833736494593,7.39509568662415,7.49247692704119,7.55545111071705,7.92125775029927,7.50769182469624,7.76297391892725,8.74966221067713,8.90630289027386,8.76559285411135,7.40466019513516,7.98489577089831,7.34819675516172,7.23122850699086,7.37225132941023,7.25332439962963
"STAT3 - mRNA",7.68554988420955,7.42100425219803,7.12247525609695,7.80332549494478,7.94296750496549,8.03571649435318,7.55716041081907,7.98366192368433,8.74394849771589,9.04161470663765,8.99786506117721,7.56039604388989,8.12239926306778,7.57166794477074,7.64151246118318,7.73557368475997,7.90796043810632
"CD47 - mRNA",7.31518149596893,7.45947839890498,7.35636330612882,7.57668985054012,7.64488618038525,7.86731889982635,7.36682924556026,7.84411065825065,8.83275792559056,8.69634750694142,8.8575604908521,7.51956235508858,7.67926950696025,7.6287488916075,7.84748713939664,7.66544761157049,7.80407123362919
"HEY1 - mRNA",7.81561050319091,7.96643830049522,8.1108872496334,7.90158948959803,8.05399877718338,7.34289800070829,7.50769182469624,7.54455038363627,9.02405646718553,9.18310059204438,8.81584109070497,7.40466019513516,7.41298932111116,7.72496425836294,7.40956573775426,7.66544761157049,7.58871474800005
"PSMB8 - mRNA",7.63005489034144,7.91199060454828,7.6644855852373,7.77767681321465,7.53857722574532,7.66086812216373,7.3293545615329,7.36767255670845,9.19293344336685,9.26052161712766,9.23264123135392,7.60661914878698,7.60441545763346,7.59731640018004,7.62715712225382,7.67646062550379,7.46277782863917
