raid,name,address,countryname,statename,countyname,cityname,zip,lat,lon,email,phone,website,facebook,instagram,twitter,linkedin
db99f0290959e892a07c346a1dc1321e,Asociacion Peruana de Industrias de Cannabis,,PE,,,Lima,,,,contactoasopecanna@asopecanna.org,,https://www.asopecanna.org/,,,,https://www.linkedin.com/company/asopecanna/
dd47e338ddf8d8fd292d4263ecdd3160,Central Washington Growers Association,2600 Chester Kimm Rd,US,WA,,Wenatchee, 9880,,,,,,https://www.facebook.com/cwgrowers/,,,
dd503c38964389b0066d4fd04cd0fa0e,Philadelphia CannaBusiness Association (PCBA),,US,PA,Philadelphia,Philadelphia,19107,39.951735,-75.158654,phillycannabusiness@gmail.com,,https://www.phillycannabusiness.com/,https://www.facebook.com/people/Philadelphia-CannaBusiness-Association/100080413973468,https://www.instagram.com/phillycannabiz/,,
dd8ab918a3da6216ef91c27af9d5a82b,Maryland Wholesale Cannabis Trade Association,,US,MD,,,,,,info@canmd.org,,https://www.canmd.org/,https://www.facebook.com/MWMCTA,,https://twitter.com/MWMCTA,https://www.linkedin.com/company/canmd/
de20f4283312720ee7d02610b4db1a0a,Connecticut Pharmacists Association / Academy of Medical Marijuana Dispensaries,35 Cold Spring Rd Ste 121,US,CT,Hartford,Rocky Hill,06067,41.656624,-72.661779,members@ctpharmacists.org,+1 860-563-4619,https://ctpharmacists.org/academy-of-medical-marijuana-dispensaries/,https://www.facebook.com/connecticutpharmacists,,https://twitter.com/ctpharmacists,https://www.linkedin.com/company/connecticut-pharmacists-association/
dee6c1d10ae8a69bb309f10b0ab2fe24,US Cannabis Council,"1100 New Jersey Ave SE, Suite 2000 #249, Washington DC 20003",US,DC,District Of Columbia,Washington,20003,38.881904,-76.990935,info@uscc.org,,https://www.uscc.org/,https://www.facebook.com/USCannCouncil/,,https://twitter.com/USCannabisCncl,https://www.linkedin.com/company/us-cannabis-council/?viewAsMember=true
e0769e6f5d102df401fbfbf88378a73d,Wyoming Hemp Association,,US,WY,,,,,,,,https://www.wyhemp.org/,https://www.facebook.com/wyominghemp,,,
e0e04e0ec9c1dcab79c856ea140a986c,Tennesee Medical Cannabis Trade Assocation,6610 Fleetwood Dr,US,TN,Davidson,Nashville,37209,36.1854,-86.94857,,,https://www.tmcta.com/,,,,
e0fd33642faa9583146d408dc19304b9,Cannabis Cultural Association,1841 Broadway,US,NY,New York,New York,10023,40.775921,-73.982607,contact@cannacultural.org,914-299-9829,https://clusty.com/cannabis-cultural,https://www.facebook.com/CannaCultural/,https://www.instagram.com/cannacultural/,https://twitter.com/CannaCULTURAL,https://www.linkedin.com/company/cannacultural/
e39ef2ab3f079969f8a80b5e75c6baeb,Drug Policy Alliance,,US,,,,,,,,,https://drugpolicy.org/,,,,
e4d25119c7b7b004ed7b689064a3bea3,Association of Cannabis Specialists,,US,,,,,,,info@cannaspecialists.org,,https://www.cannaspecialists.org/,,,,
e51a9915aa9350fe5341ad6354a6d27c,Maine Growers Alliance,,US,ME,,,,,,,,https://mainegrowersalliance.com/,,https://www.instagram.com/mainegrowersalliance/,,
e65102ba1a1bf08229c1b8f95853f85d,Native American Cannabis Alliance,,US,,,,,,,,,,,,,
e72410edf00ec22d99feee03804fef54,Cannabis Business Association of  Manitoba (CBAM),,CAN,MB,,,,,,cannabisbusinessassociationmb@gmail.com,+1 204-797-0201,,https://www.facebook.com/CanBizAssMB/,,,
e825a6bcffdcefaeec56b37ae031fd89,Yolo County Cannabis Coalition (The YCCC),PO Box 4154,US,CA,Yolo,Davis,95617,38.55,-121.74,info@yolocannabiscoalition.org,,http://www.yolocannabiscoalition.org/,,,,
e85616187f972a81f99898f96c18af72,Medical Marijuana Business Association of Florida (MMBAFL),"106 E. College, Avenue, Suite 1110",US,FL,Leon,Tallahassee,32301,30.427753,-84.258472,jeffrey@mmbafl.com,850-224-1925,http://mmbafl.com/,,,https://twitter.com/MMBAFL_Assoc,
e9498072a30b15e596b2c89caa0cdaa9,Women Grow,7700 E Arapahoe Rd Ste 220,US,CO,Arapahoe,Centennial,80112,39.576926,-104.857826,support@womengrow.com,,https://womengrow.com/,https://www.facebook.com/WomenGrow/,https://www.instagram.com/womengrow,https://twitter.com/womengrow,https://www.linkedin.com/company/women-grow/
ea9a81c889681ae588b5b1789182e252,Kansas Cannabis Industry Association,PO Box 2326,US,KS,Shawnee,Topeka,66603,39.057972,-95.676181,kciasocial@gmail.com,785-383-8825,https://www.kansascannabisindustry.com/,https://www.facebook.com/TheKCIA,https://www.instagram.com/kansascannabisindustry/,https://twitter.com/TheKCIA,https://www.linkedin.com/company/kansas-cannabis-industry-association/
eac6b191a7f24440027142d6dcd56a24,New York Medical Cannabis Industry Association (NYMCIA),,US,NY,,,,,,,,https://www.protectnymedmar.com/,https://www.facebook.com/nymedmar,,https://twitter.com/nymedmar,
ed2972f4bf66d745a9c1660c651df4d0,New Mexico Cannabis Chamber of Commerce,933 San Mateo NE #500-351,US,NM,Bernalillo,Albuquerque,87108,35.072479,-106.578362,ben@nmcannabischamber.org,(505) 886-2256,https://nmcannabischamber.org/,https://www.facebook.com/NMCannaChamber,https://www.instagram.com/nmcannachamber/,https://twitter.com/nmcannachamber,https://www.linkedin.com/company/nmccc/about/
f200c73e13cd475c234d6d58bb9770c2,Sonoma County Growers Alliance (SCGA),321 South Main Street #524,US,CA,Sonoma,Sebastopol,95472,38.398815,-122.861923,"susan.gorin@sonoma-county.org, info@scgalliance.com, ",(707) 861-0050/ (707) 565-2371,https://www.scgalliance.com/,https://www.facebook.com/SCGAlliance/,https://www.instagram.com/scgalliance/,https://twitter.com/scgalliance,https://www.linkedin.com/company/sonoma-county-growers-alliance/
f5f5735ec253c6e0cd4bf18bf6fd9279,Idaho Cannabis Industry Association (ICIA),,US,ID,,,,,,,,,https://www.facebook.com/groups/106723242734420/,,,
f7820b3ab151786ff7c1133562379756,Michigan Cannabis Industry Association (MiCIA),101 S. Washington Square #820,US,MI,Ingham,Lansing,48933,42.731996,-84.554683,"info@micia.org, robin@micannabisindustryassociation.org",(517)-657-7535,https://micia.org/,https://www.facebook.com/micannaindustry/,https://www.instagram.com/micannaindustry/,https://twitter.com/MICannaIndustry,https://www.linkedin.com/company/michigan-cannabis-industry-association/
f8407e5c84e2941300034437da579e8f,California Cannabis Industry Association (CCIA),1225 8th St,US,CA,Sacramento,Sacramento,95814,38.580568,-121.49559,info@cacannabisindustry.org,(866) 774-6932,https://www.cacannabisindustry.org/,https://www.facebook.com/CaliforniaCannaIndustry,https://www.instagram.com/californiacannabisindustry/,https://twitter.com/cacannaindustry?lang=en,https://www.linkedin.com/company/california-cannabis-industry-association/
fa9d83d4273ed6c82a15eaa9067c6304,CalGrowers,"400 Peebles, Suite 100 Morgan Hill, CA 95037",US,CA,Santa Clara,Morgan Hill,95037,37.174063,-121.598747,contact@calcolorgrowers.com,408-778-2355,https://www.calcolorgrowers.com/,,https://www.instagram.com/calgrowers/?hl=en,https://twitter.com/i/flow/login?redirect_after_login=%2Fcalgrowers,
fc2ca4e94a34829509826d0135c06ce1,Virginia Hemp Coalition,"1155 Seminole Trail, #6490, Charlottesville, Virginia 22906",US,VA,Charlottesville City,Charlottesville,22906,,,info@vahemp.org,,https://www.vahemp.org/,https://www.facebook.com/vahemp.org/,,https://twitter.com/virginiahemp?lang=en,
fcc3d4ed6034b1c88a556b6038026d8a,Hawaii Cannabis Industry Association (HICIA),"220 SOUTH KING STREET, SUITE 1600",US,HI,Honolulu,Honolulu,96813,21.316548,-157.845053,info@808hicia.org,,https://www.hicia.org/,https://www.facebook.com/theHICIA/,,,https://www.linkedin.com/company/hawaii-cannabis-industry-association/
fd32b04a369e7c1ed1a72b5b6280aa07,Hawaii Dispensary Alliance,,US,HI,,,,,,,,https://hawaiidispensary.org/about/,,,https://twitter.com/Alliance_HI,
fd72b6fa4c2f581e585842551cce32a7,Virginia Cannabis Industry Association (VCIA),2920 W Broad St,US,VA,Henrico,Richmond,23230,37.586639,-77.489122,contact@virginiacannabisindustry.org,,https://virginiacannabisindustry.com/,https://www.facebook.com/TheVCIA/,,,
fdad9cb58a7e13cdcd96791b9745b990,DC Cannabis Trade Association (DCCTA),1100 New Jersey Ave SE,US,DC,District Of Columbia,Washington,20003,38.881904,-76.990935,,,https://t.co/74g6Udsy3J,https://www.facebook.com/DCLegalCan/?locale=hi_IN,,https://twitter.com/dclegalcan?lang=en,
ffee96e318580add9733238196dfb8d0,North Carolina Industrial Hemp Association (NCIHA),1157 S Cox Street,US,NC,Randolph,Asheboro,27203,35.728464,-79.786527,https://www.ncindhemp.org/,(888) 530-6731,https://www.ncindhemp.org/,https://www.facebook.com/NorthCarolinaIndustrialHempAssociation/,,https://twitter.com/NCHempIndustry,
