"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"MAP3K5-mRNA",-0.0623,0.495,-1.03,0.909,0.958,0.489,1.88,0.901,1,"lm.nb","NM_005923.3:3371"
"SBNO2-mRNA",0.117,0.988,-1.82,2.05,1.08,0.284,4.15,0.906,1,"lm.nb","NM_001100122.1:1686"
"HMGB1-mRNA",-0.0772,0.657,-1.36,1.21,0.948,0.388,2.31,0.907,1,"lm.nb","NM_002128.5:3400"
"PFKM-mRNA",0.0358,0.314,-0.579,0.651,1.03,0.669,1.57,0.91,1,"lm.nb","NM_000289.5:2672"
"SYK-mRNA",0.0836,0.753,-1.39,1.56,1.06,0.381,2.95,0.912,1,"lm.nb","NM_003177.5:808"
"SMAD5-mRNA",0.0371,0.341,-0.631,0.705,1.03,0.646,1.63,0.914,1,"lm.nb","NM_005903.5:5007"
"MRE11-mRNA",0.0241,0.237,-0.441,0.489,1.02,0.737,1.4,0.92,1,"lm.nb","NM_001330347.1:2169"
"EIF2AK2-mRNA",-0.0418,0.429,-0.882,0.798,0.971,0.543,1.74,0.923,1,"lm.nb","NM_001135652.2:516"
"CSF1-mRNA",-0.0563,0.61,-1.25,1.14,0.962,0.42,2.2,0.927,1,"lm.nb","NM_000757.5:251"
"TNKS-mRNA",-0.0855,1.04,-2.12,1.95,0.942,0.229,3.87,0.935,1,"lm.nb","NM_003747.2:1948"
"RICTOR-mRNA",-0.134,1.67,-3.4,3.14,0.911,0.0944,8.79,0.936,1,"loglinear","NM_001285439.1:117"
"FAS-mRNA",0.0489,0.609,-1.14,1.24,1.03,0.452,2.37,0.936,1,"lm.nb","NM_000043.3:90"
"RB1-mRNA",0.0538,0.811,-1.54,1.64,1.04,0.345,3.12,0.948,1,"lm.nb","NM_000321.2:2769"
"DPP4-mRNA",-0.046,0.754,-1.52,1.43,0.969,0.348,2.7,0.952,1,"lm.nb","NM_001935.3:1861"
"BBC3-mRNA",-0.0305,0.53,-1.07,1.01,0.979,0.477,2.01,0.954,1,"lm.nb","NM_014417.4:1310"
"CCND3-mRNA",-0.0293,0.536,-1.08,1.02,0.98,0.473,2.03,0.957,1,"lm.nb","NM_001136017.2:760"
"PIK3CA-mRNA",0.0735,1.35,-2.58,2.73,1.05,0.167,6.62,0.957,1,"loglinear","NM_006218.2:3296"
"TNFSF10-mRNA",0.0572,1.09,-2.08,2.19,1.04,0.237,4.56,0.958,1,"lm.nb","NM_003810.3:155"
"GPR160-mRNA",0.0467,1.04,-1.99,2.09,1.03,0.251,4.24,0.964,1,"lm.nb","NM_014373.1:760"
"BRD4-mRNA",-0.0651,1.57,-3.14,3.01,0.956,0.113,8.05,0.967,1,"loglinear","NM_001330384.1:2083"
"STAT3-mRNA",-0.0354,1.03,-2.05,1.98,0.976,0.242,3.93,0.973,1,"lm.nb","NM_003150.3:2936"
"TPI1-mRNA",0.00728,0.297,-0.575,0.59,1.01,0.671,1.51,0.981,1,"lm.nb","NM_000365.5:153"
"IRF3-mRNA",-0.0114,0.867,-1.71,1.69,0.992,0.306,3.22,0.99,1,"lm.nb","NM_001197122.1:607"
"TICAM1-mRNA",0.00928,0.754,-1.47,1.49,1.01,0.361,2.8,0.99,1,"lm.nb","NM_182919.3:2552"
"ARNT2-mRNA",-0.0135,1.1,-2.16,2.14,0.991,0.223,4.4,0.99,1,"lm.nb","NM_014862.3:1133"
"RIPK2-mRNA",0.00684,0.586,-1.14,1.16,1,0.453,2.23,0.991,1,"lm.nb","NM_003821.5:1306"
"FLNB-mRNA",-0.00648,0.978,-1.92,1.91,0.996,0.264,3.76,0.995,1,"lm.nb","NM_001164319.1:8980"
"PDK1-mRNA",-0.0013,0.593,-1.16,1.16,0.999,0.447,2.24,0.998,1,"lm.nb","NM_002610.3:401"
"IL15-mRNA",-4.65e-16,0.74,-1.45,1.45,1,0.366,2.73,1,1,"lm.nb","NM_000585.4:715"
