"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"CDK6-mRNA",0.107,1.01,-1.87,2.09,1.08,0.273,4.24,0.916,1,"lm.nb","NM_001145306.1:1373"
"HDAC11-mRNA",0.0956,0.981,-1.83,2.02,1.07,0.282,4.05,0.923,1,"lm.nb","NM_001330636.1:865"
"CXCL2-mRNA",-0.0673,0.692,-1.42,1.29,0.954,0.373,2.44,0.923,1,"lm.nb","NM_002089.1:435"
"PFKFB3-mRNA",-0.0401,0.428,-0.879,0.799,0.973,0.544,1.74,0.926,1,"lm.nb","NM_004566.3:1925"
"RIPK2-mRNA",-0.0506,0.586,-1.2,1.1,0.966,0.435,2.14,0.932,1,"lm.nb","NM_003821.5:1306"
"HLA-C-mRNA",0.0388,0.452,-0.848,0.925,1.03,0.556,1.9,0.932,1,"lm.nb","NM_002117.4:898"
"CXCR2-mRNA",0.0805,1.02,-1.92,2.08,1.06,0.265,4.23,0.938,1,"lm.nb","NM_001557.3:409"
"CTNNB1-mRNA",0.0588,0.797,-1.5,1.62,1.04,0.353,3.08,0.942,1,"lm.nb","NM_001098209.1:1938"
"NFKB2-mRNA",-0.0221,0.335,-0.679,0.635,0.985,0.624,1.55,0.948,1,"lm.nb","NM_001077494.3:1986"
"RICTOR-mRNA",0.0991,1.67,-3.17,3.37,1.07,0.111,10.3,0.953,1,"loglinear","NM_001285439.1:117"
"BRD4-mRNA",-0.0892,1.57,-3.16,2.99,0.94,0.112,7.92,0.955,1,"loglinear","NM_001330384.1:2083"
"NF1-mRNA",0.0522,1.01,-1.93,2.04,1.04,0.262,4.11,0.959,1,"lm.nb","NM_000267.3:1260"
"PFKM-mRNA",0.0144,0.314,-0.601,0.63,1.01,0.659,1.55,0.964,1,"lm.nb","NM_000289.5:2672"
"MYC-mRNA",0.0443,0.987,-1.89,1.98,1.03,0.27,3.94,0.965,1,"lm.nb","NM_002467.3:1615"
"TICAM1-mRNA",-0.033,0.754,-1.51,1.45,0.977,0.351,2.72,0.965,1,"lm.nb","NM_182919.3:2552"
"RIPK1-mRNA",0.0283,0.675,-1.29,1.35,1.02,0.408,2.55,0.967,1,"lm.nb","NM_003804.3:1304"
"GPR160-mRNA",0.0359,1.04,-2,2.07,1.03,0.25,4.21,0.973,1,"lm.nb","NM_014373.1:760"
"STAT3-mRNA",0.0326,1.03,-1.98,2.04,1.02,0.254,4.12,0.975,1,"lm.nb","NM_003150.3:2936"
"BBC3-mRNA",0.015,0.529,-1.02,1.05,1.01,0.492,2.07,0.978,1,"lm.nb","NM_014417.4:1310"
"BCL2L1-mRNA",-0.0127,0.473,-0.94,0.914,0.991,0.521,1.88,0.979,1,"lm.nb","NM_001191.3:1421"
"PIK3CA-mRNA",0.0269,1.35,-2.63,2.68,1.02,0.162,6.41,0.984,1,"loglinear","NM_006218.2:3296"
"PPARG-mRNA",0.0166,0.836,-1.62,1.66,1.01,0.325,3.15,0.984,1,"lm.nb","NM_005037.5:434"
"VHL-mRNA",0.00753,0.46,-0.894,0.91,1.01,0.538,1.88,0.987,1,"lm.nb","NM_198156.1:420"
"RASAL1-mRNA",-0.00685,0.512,-1.01,0.997,0.995,0.496,2,0.989,1,"lm.nb","NM_001193520.1:3097"
"TPM1-mRNA",0.00518,1.11,-2.16,2.17,1,0.223,4.51,0.996,1,"lm.nb","NM_000366.5:830"
"RELB-mRNA",0.00288,0.747,-1.46,1.47,1,0.363,2.76,0.997,1,"lm.nb","NM_006509.3:956"
"TMEM140-mRNA",-0.00182,0.605,-1.19,1.18,0.999,0.439,2.27,0.998,1,"lm.nb","NM_018295.3:377"
