"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"MICB-mRNA",-0.088,0.368,-0.809,0.633,0.941,0.571,1.55,0.813,1,"lm.nb","NM_005931.3:1387"
"TCF3-mRNA",-0.202,0.845,-1.86,1.45,0.869,0.276,2.74,0.813,1,"lm.nb","NM_003200.3:276"
"AQP9-mRNA",0.185,0.822,-1.43,1.8,1.14,0.372,3.47,0.824,1,"lm.nb","NM_001320635.1:753"
"MYD88-mRNA",0.0436,0.194,-0.337,0.424,1.03,0.792,1.34,0.824,1,"lm.nb","NM_002468.3:2145"
"OAS3-mRNA",-0.0886,0.412,-0.897,0.72,0.94,0.537,1.65,0.831,1,"lm.nb","NM_006187.3:2354"
"HIF1A-mRNA",0.156,0.756,-1.33,1.64,1.11,0.399,3.11,0.838,1,"lm.nb","NM_181054.2:930"
"FOSL1-mRNA",0.091,0.5,-0.889,1.07,1.07,0.54,2.1,0.857,1,"lm.nb","NM_005438.3:1320"
"PFKFB3-mRNA",-0.0605,0.339,-0.724,0.603,0.959,0.605,1.52,0.859,1,"lm.nb","NM_004566.3:1925"
"MSH2-mRNA",-0.0835,0.476,-1.02,0.85,0.944,0.494,1.8,0.862,1,"lm.nb","NM_000251.1:2514"
"TP53-mRNA",-0.148,0.878,-1.87,1.57,0.903,0.274,2.97,0.868,1,"lm.nb","NM_000546.2:1330"
"TPM1-mRNA",-0.139,0.874,-1.85,1.57,0.908,0.277,2.98,0.875,1,"lm.nb","NM_000366.5:830"
"H2AFX-mRNA",-0.0741,0.493,-1.04,0.893,0.95,0.486,1.86,0.882,1,"lm.nb","NM_002105.2:521"
"HRAS-mRNA",-0.0661,0.459,-0.966,0.834,0.955,0.512,1.78,0.886,1,"lm.nb","NM_005343.3:842"
"IL18-mRNA",0.13,0.916,-1.67,1.93,1.09,0.315,3.8,0.888,1,"lm.nb","NM_001243211.1:392"
"MAML2-mRNA",-0.0631,0.456,-0.957,0.831,0.957,0.515,1.78,0.891,1,"lm.nb","NM_032427.1:4125"
"MICA-mRNA",0.0825,0.629,-1.15,1.32,1.06,0.45,2.49,0.897,1,"lm.nb","NM_000247.1:550"
"AREG-mRNA",0.126,1.03,-1.9,2.15,1.09,0.268,4.45,0.904,1,"lm.nb","NM_001657.3:717"
"BBS1-mRNA",0.0544,0.446,-0.821,0.93,1.04,0.566,1.9,0.904,1,"lm.nb","NM_024649.4:82"
"MSH6-mRNA",-0.054,0.465,-0.966,0.858,0.963,0.512,1.81,0.908,1,"lm.nb","NM_000179.2:1015"
"THBD-mRNA",-0.0724,0.641,-1.33,1.18,0.951,0.398,2.27,0.911,1,"lm.nb","NM_000361.2:1674"
"PTCD2-mRNA",0.0659,0.604,-1.12,1.25,1.05,0.461,2.38,0.914,1,"lm.nb","NM_001284403.1:326"
"KRAS-mRNA",-0.0285,0.27,-0.558,0.501,0.98,0.679,1.42,0.917,1,"lm.nb","NM_004985.3:1790"
"PKM-mRNA",-0.0485,0.51,-1.05,0.951,0.967,0.484,1.93,0.925,1,"lm.nb","NM_001206796.2:1533"
"TLR5-mRNA",0.0521,0.583,-1.09,1.19,1.04,0.47,2.29,0.929,1,"lm.nb","NM_003268.5:2570"
"IRF2-mRNA",-0.0267,0.299,-0.613,0.56,0.982,0.654,1.47,0.929,1,"lm.nb","NM_002199.3:1624"
"GOT2-mRNA",-0.0345,0.39,-0.798,0.729,0.976,0.575,1.66,0.93,1,"lm.nb","NM_002080.3:674"
"CCL18-mRNA",0.0208,0.288,-0.543,0.585,1.01,0.686,1.5,0.943,1,"lm.nb","NM_002988.3:45"
"CXCL8-mRNA",0.0359,0.596,-1.13,1.2,1.03,0.456,2.3,0.952,1,"lm.nb","NM_000584.3:170"
"CDK2-mRNA",-0.0294,0.52,-1.05,0.989,0.98,0.484,1.99,0.955,1,"lm.nb","NM_001290230.1:1543"
"NID2-mRNA",-0.0251,0.458,-0.922,0.872,0.983,0.528,1.83,0.957,1,"lm.nb","NM_007361.3:1995"
"MMP7-mRNA",-0.0506,1.02,-2.04,1.94,0.966,0.243,3.83,0.961,1,"lm.nb","NM_002423.3:265"
"HMGA1-mRNA",-0.0346,0.843,-1.69,1.62,0.976,0.311,3.07,0.967,1,"lm.nb","NM_145902.2:906"
"NFATC2-mRNA",-0.017,0.45,-0.899,0.865,0.988,0.536,1.82,0.97,1,"lm.nb","NM_173091.2:1840"
"CXCL1-mRNA",0.017,0.515,-0.993,1.03,1.01,0.502,2.04,0.974,1,"lm.nb","NM_001511.3:743"
"TNFAIP6-mRNA",-0.00379,0.643,-1.26,1.26,0.997,0.416,2.39,0.995,1,"lm.nb","NM_007115.3:165"
