"","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-2_12.RCC","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-1_06.RCC","20201202_30102534611221-01_P0092 D3 IFNy(100ng-mL)-3_06.RCC","20201201_30102534601221-01_P0092 D0 Control-3_03.RCC","20201201_30102534601221-01_P0092 D0 Control-1_01.RCC","20201201_30102534601221-01_P0092 D0 Control-2_02.RCC","20201201_30102534601221-01_P0092 D3 IgG1(250ug-mL)-1_04.RCC","20201201_30102534601221-01_P0092 D3 NMC1(30ug-mL)-1_07.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-2_11.RCC","20201201_30102534601221-01_P0092 D3 NMC2(100ug-mL)-1_09.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-3_09.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-1_05.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-2_01.RCC","20201202_30102534611221-01_P0092 D3 IgG1(250ug-mL)-3_04.RCC","20201202_30102534611221-01_P0092 D3 Control-2_11.RCC","20201202_30102534611221-01_P0092 D3 Control-1_10.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-3_07.RCC","20201202_30102534611221-01_P0092 D3 aPD1(250ug-mL)-3_05.RCC","20201202_30102534611221-01_P0092 D3 Control-3_12.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-3_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-2_03.RCC","20201201_30102534601221-01_P0092 D3 NMC2(30ug-mL)-1_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-2_02.RCC","20210112_30102534301221-01_P0090-12 D3 IFNy 100ng]mL_03.RCC","20210112_30102534301221-01_P0090-10 D3 NMC2 30ug]mL_01.RCC","20210108_P0090_D3_IFNg_100ngml(2).RCC","20210108_P0090_D3_NMC2_100ugml(2).RCC","20210108_P0090_D3_NMC2_30ugml(1).RCC","20210108_P0090_D3_IgG1_100ugml(2).RCC","20210108_P0090_D3_IgG1_100ugml(1).RCC","20210108_P0090_D3_NMC2_30ugml(2).RCC","20210108_P0090_D3_NMC2_100ugml(1).RCC","20210108_P0090_D0_Control(3).RCC","20210108_P0090_D0_Control(1).RCC","20210108_P0090_D0_Control(2).RCC","20210112_30102534301221-01_P0090-11 D3 NMC2 100ug]mL_02.RCC","20210108_P0090_D3_IFNg_100ngml(1).RCC","20210108_P0090_D3_IgG1_100ugml(3).RCC"
"RORC - mRNA",4.09226842315452,4.01066232412929,4.26418427134966,4.91160904393459,4.56201914797858,4.93690134518077,3.15322408847478,3.28005479309131,3.25200336261259,3.6736857632649,3.79537796603991,4.18311741680559,3.91440445965446,3.86055981959543,4.00247237281457,4.06935777573496,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.64731579047093,6.55470747009866,6.57424022908534,6.32257887405545,6.47251831468308,5.92709298445209,5.41241311694331,5.44404830977115,5.91123507161777,4.41174369862063,4.42126935699206,4.50542934588126,3.22973526082972,7.03553360651072,3.91156206901603
"WNT4 - mRNA",4.09226842315452,4.50816195749463,4.26418427134966,3.22754347715212,3.62067906837731,3.8336006574892,3.70341503640532,3.28005479309131,3.25200336261259,3.85645650499427,3.79537796603991,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.86506491786055,4.12114598382671,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.28474574501116,7.72463240162888,6.77587416529762,7.19704807226724,7.35222397324585,6.78270302395203,6.41241311694331,6.68797394273548,6.98162450909827,5.83341910779822,4.42126935699206,5.49470437652837,3.22973526082972,4.09524779768106,3.91156206901603
"FCRL2 - mRNA",3.60684157906784,4.96759355884128,4.26418427134966,4.20111573085002,3.62067906837731,4.58326435131623,4.0957324697315,3.39842165501467,3.25200336261259,4.14596311313458,4.01777032799995,4.32062085391535,3.91440445965446,3.86055981959543,4.00247237281457,4.52878945687126,3.77485757206847,4.12105553054116,4.27318576271195,4.20372495845441,4.12022759048781,4.0848124687923,4.44859903694023,6.79931897890579,7.46159809946961,4.26985221203887,6.24011670856184,6.58354960601191,6.17863172963434,6.29693580354497,6.71968272428761,6.88698758388053,4.41174369862063,5.69888223753912,5.43581075280117,3.22973526082972,4.09524779768106,3.91156206901603
"FGF9 - mRNA",3.98535323875698,4.8300900904214,4.42404337520478,3.22754347715212,4.12144656968029,3.8336006574892,3.79087794280149,3.47642407340266,3.25200336261259,4.44141893931449,3.60273288809751,4.27622678645075,4.34440187330421,3.86055981959543,4.00247237281457,4.39128607686901,4.13808335422729,4.21425538821819,4.26652061062843,4.20372495845441,4.12022759048781,4.27957262246896,4.58610238049573,7.38428141054345,7.36206247327378,4.26985221203887,6.24011670856184,6.63601706727374,6.62223830319985,6.66616971028183,6.75070963883881,6.88698758388053,4.41174369862063,4.42126935699206,4.50542934588126,3.22973526082972,4.09524779768106,3.91156206901603
"NLRP3 - mRNA",3.86987594542993,4.09312447934879,4.26418427134966,3.22754347715212,3.62067906837731,3.8336006574892,3.40385477158455,3.28005479309131,3.25200336261259,3.77399421590636,3.58216372449965,3.79978868747478,3.91440445965446,3.86055981959543,4.00247237281457,3.97624850884127,4.13808335422729,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.64731579047093,7.0141390064226,4.26985221203887,6.32257887405545,6.63601706727374,6.05833745175314,6.06952531997279,6.10301128809736,6.7592320420997,4.41174369862063,4.42126935699206,4.50542934588126,3.22973526082972,4.09524779768106,3.91156206901603
"CSF2RB - mRNA",3.98535323875698,4.56705564401224,4.26418427134966,3.22754347715212,3.62067906837731,4.41333946271721,3.15322408847478,3.28005479309131,3.25200336261259,3.93445894360503,3.60273288809751,4.03111425276485,3.97761962673495,3.86055981959543,4.00247237281457,3.87671279600528,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.56485375727068,6.72463240162888,4.26985221203887,6.47458194406728,6.58354960601191,6.48897180398796,6.06952531997279,6.054101806311,6.49619770019288,5.89000267703569,4.42126935699206,5.37441017480725,3.22973526082972,7.38917060989401,7.18480165946758
"TRAT1 - mRNA",4.3723762279125,5.01066227937704,4.26418427134966,3.22754347715212,3.62067906837731,3.8336006574892,3.40385477158455,3.28005479309131,3.25200336261259,4.77399426863651,3.96530287511892,4.03111425276485,4.15595683178816,3.86055981959543,4.49443289191161,4.39128607686901,4.03498986429794,4.60657287021552,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,4.41945259689316,7.38428141054345,6.55470747009866,4.26985221203887,3.93411062164778,6.58354960601191,6.2352151913558,5.95990088193683,6.58843821121584,6.78570418953391,5.64899462176469,5.81917659235191,4.50542934588126,3.22973526082972,4.09524779768106,6.86287351252155
"APLNR - mRNA",4.28491346937859,4.56705564401224,4.26418427134966,3.22754347715212,4.01453133388349,4.73526740865142,3.15322408847478,3.752058544194,3.33577321212547,4.00845954863861,3.60273288809751,3.77884282319957,3.91440445965446,3.86055981959543,4.18957829155812,3.85844168851072,4.03498986429794,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.12345331867659,4.01419601636628,7.47739080791864,6.72463240162888,6.77587416529762,6.32257887405545,6.82866210713906,6.11973794680552,6.46686086207248,6.81083067966973,6.81169952906008,4.41174369862063,5.69888223753912,4.50542934588126,3.22973526082972,4.09524779768106,6.86287351252155
"CD209 - mRNA",3.98535323875698,3.76837321281131,4.55332640175054,3.22754347715212,3.62067906837731,4.41333946271721,3.28837746329454,3.55042469373196,3.25200336261259,4.00845954863861,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.97624850884127,3.92395855542951,4.12114598382671,4.26652061062843,4.20372495845441,4.12022759048781,4.24209789359222,4.41945259689316,7.17783070977035,6.36206246450432,6.89616839058949,3.93411062164778,6.58354960601191,6.48897180398796,5.79943617429573,6.65555234642528,6.52790648209607,6.99691787487019,6.90324068888173,6.9593726755284,3.22973526082972,4.09524779768106,7.03279858695618
"DUSP2 - mRNA",3.02725899348659,3.8300900904214,4.26418427134966,3.22754347715212,4.31409169942814,4.58326435131623,3.15322408847478,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.64731579766713,6.55470747009866,4.26985221203887,6.24011670856184,6.2880937176994,6.05833745175314,4.79943617429573,5.83997694103187,6.17426954137854,7.21193076219183,7.19768824705447,7.09877570061824,3.22973526082972,4.09524779768106,7.18480165946758
"GNLY - mRNA",4.1918040008456,4.09312447934879,4.26418427134966,3.22754347715212,4.31409169942814,3.8336006574892,3.70341503640532,3.31595945458169,3.25200336261259,3.6736857632649,3.58216372449965,3.92008307450792,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.28474574501116,7.0141390064226,6.95275191522904,6.85309354361047,6.68664317885846,5.92709298445209,6.56995431566748,7.28358366584438,6.86232549097623,7.52941292153284,7.36514486204875,7.68373825396536,3.22973526082972,7.03553360651072,3.91156206901603
"ESR1 - mRNA",3.74434497363767,4.01066232412929,4.26418427134966,3.22754347715212,3.62067906837731,3.8336006574892,3.15322408847478,3.28005479309131,3.25200336261259,4.00845954863861,3.8542715885919,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.87671279600528,3.92395855542951,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.72531840700645,7.46159809946961,6.57424022908534,6.40058137372345,6.73555272051688,6.28966306120229,6.29693580354497,6.32540386534969,6.7592320420997,6.04754399428926,6.03330132545379,5.43581075280117,3.22973526082972,7.81980497505105,3.91156206901603
"TNFSF8 - mRNA",4.45483844615109,4.44676134943146,4.26418427134966,4.20111573085002,4.40155456201014,5.16822679185429,3.51076992682067,3.81345912008866,3.25200336261259,3.77399421590636,4.16461172207533,3.92008307450792,3.91440445965446,3.86055981959543,4.00247237281457,4.19864093017772,3.77485757206847,4.12105553054116,4.26652061062843,4.22995485585738,4.12022759048781,4.0848124687923,4.01419601636628,8.33537195239833,7.46159809946961,6.77587416529762,6.85309354361047,6.9161249327106,6.66405855964985,6.10429079899782,6.36604574990096,7.04873863023697,6.23395708415075,6.60158514598879,6.34270122620049,3.22973526082972,7.25792599956958,3.91156206901603
"CD86 - mRNA",4.80847530637695,4.56705564401224,4.63349671722099,4.82914696269077,3.62067906837731,4.99830189573239,3.95134253819123,3.68792828464778,3.25200336261259,4.14596311313458,4.33969845851316,4.18311741680559,4.08724412907751,3.86055981959543,4.35004308026861,4.39128607686901,4.56550456745704,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.20362387765003,4.53266325186358,7.38428141054345,7.2551471728932,6.8372747055733,6.32257887405545,6.78285847198025,6.74422892217568,6.5448632899482,6.51804882410639,6.70478428266462,6.09645362748722,6.84774565286147,6.65820309795526,3.22973526082972,4.09524779768106,3.91156206901603
"HCK - mRNA",4.45483844615109,4.44676134943146,4.26418427134966,4.91160904393459,4.31409169942814,4.99830189573239,4.28837753712648,4.31595952701549,4.33577321212547,4.00845954863861,4.29787818432355,3.92008307450792,4.05162015781076,3.86055981959543,4.35004308026861,4.87671279600528,3.98054212766442,4.16845165848926,4.26652061062843,4.78249595227463,4.23752157791388,4.57913289039964,4.53266325186358,6.93682248616989,7.0141390064226,6.8372747055733,7.10685011613101,6.73555272051688,7.05833746257753,6.59461642806888,7.21848858947201,7.23316324321751,7.16684283991699,7.53287227289055,7.49470436053007,3.22973526082972,4.09524779768106,3.91156206901603
"CLEC14A - mRNA",3.98535323875698,3.76837321281131,4.26418427134966,3.22754347715212,3.62067906837731,3.8336006574892,3.15322408847478,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,4.27881130859096,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.93682248616989,6.87663543914425,6.89616839058949,6.7376163282704,6.82866210713906,6.44166612882918,5.99737556120658,6.32540386534969,6.32627271473232,8.17824768627734,7.86182079356484,7.87321597639997,3.22973526082972,4.09524779768106,3.91156206901603
"DLL4 - mRNA",3.45483838036493,4.17112698690101,4.26418427134966,3.22754347715212,3.62067906837731,4.32022998159229,3.15322408847478,3.28005479309131,3.25200336261259,3.77399421590636,3.66984712174103,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,4.1970600969004,6.93682248616989,6.72463240162888,6.64462977182308,6.61208556663003,6.58354960601191,6.44166612882918,5.95990088193683,6.65555234642528,6.25227201973404,6.8334191204488,6.93020783045008,6.98013121284049,3.22973526082972,4.09524779768106,3.91156206901603
"CLEC7A - mRNA",4.3723762279125,4.09312447934879,4.26418427134966,4.06361217572589,4.31409169942814,4.87277105057906,3.15322408847478,3.68792828464778,3.25200336261259,4.33038766145423,3.66984712174103,3.97666653322892,3.91440445965446,3.86055981959543,4.00247237281457,4.27881130859096,4.23429866684342,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,4.05267037799628,7.56485375727068,6.55470747009866,6.77587416529762,6.32257887405545,6.41362469670674,5.92709298445209,6.10429079899782,6.32540386534969,6.61905427315769,6.51149100026028,7.0579633016576,6.68373826098216,3.22973526082972,4.09524779768106,3.91156206901603
"CD4 - mRNA",4.3723762279125,4.31551696106526,4.26418427134966,3.22754347715212,4.22098227086078,4.99830189573239,3.28837746329454,3.28005479309131,3.25200336261259,4.49388637580886,3.60273288809751,3.77884282319957,3.91440445965446,3.86055981959543,4.49443289191161,4.15682065742583,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.17783070977035,7.0141390064226,6.95275191522904,6.85309354361047,6.41362469670674,6.17863172963434,5.95990088193683,6.00347570299873,6.46377617310239,6.97092264764889,6.90324068888173,6.37441017480725,3.22973526082972,4.09524779768106,3.91156206901603
"CCR5 - mRNA",4.60684151986029,4.17112698690101,4.26418427134966,3.22754347715212,3.62067906837731,4.6612668728201,3.79087794280149,3.81345912008866,3.33577321212547,3.68653145375125,4.11730606092727,3.97666653322892,4.31465447664533,3.86055981959543,4.00247237281457,4.19864093017772,4.03498986429794,4.25864954526119,4.26652061062843,4.22995485585738,4.12022759048781,4.72209082032716,4.47716808549576,7.72531840700645,8.13967000151293,6.77587416529762,6.79651011358044,7.11406431461072,6.11973794680552,6.77806248561342,6.81083067966973,6.81169952906008,6.86198829323377,6.90324068888173,6.65820309795526,7.05431846916995,7.18753677583396,7.56331324687139
"CTLA4 - mRNA",4.28491346937859,4.73055453280012,4.26418427134966,3.22754347715212,3.62067906837731,4.58326435131623,3.28837746329454,3.62081405680549,3.33577321212547,4.44141893931449,4.25480966024717,4.03111425276485,3.91440445965446,3.86055981959543,4.00247237281457,4.23928285356494,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,8.23227833436928,8.07826940547118,7.11029324522623,6.24011670856184,7.22097945678564,6.44166612882918,6.66616971028183,6.78108331914206,7.55893341796675,6.35948791032928,6.49724848468846,5.89524224114932,6.95478275142539,7.77249923366744,7.61776091873915
"IRF4 - mRNA",4.28491346937859,4.31551696106526,4.26418427134966,3.22754347715212,4.01453133388349,4.32022998159229,3.95134253819123,3.87235273936433,3.25200336261259,4.33038766145423,3.79537796603991,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,4.46167529672643,4.13808335422729,4.25864954526119,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,4.35933161449682,8.17783070977035,7.64217026711481,7.42223714741598,6.96000882685923,6.99858706768376,6.66405855964985,7.06952531997279,6.89656051638058,7.39666187139073,6.5818803793564,6.93020783045008,6.40543703638894,7.23489065351531,7.38917060989401,7.18480165946758
"BCL6B - mRNA",4.3723762279125,5.01066227937704,4.26418427134966,3.22754347715212,3.62067906837731,3.8336006574892,3.15322408847478,3.31595945458169,3.25200336261259,4.49388637580886,4.01777032799995,3.77884282319957,3.93914531803982,3.86055981959543,4.00247237281457,4.06935777573496,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.38428141054345,7.0141390064226,6.77587416529762,7.10685011613101,6.87305626149766,6.82017769846057,6.38439867501688,6.44404830977115,6.67676986310567,6.18956293304606,6.72990914497851,6.57876862803524,7.31735285148549,7.81980497505105,7.2551908320093
"C2 - mRNA",5.28491346937859,4.87739580192755,4.51150618087574,3.22754347715212,4.56201914797858,4.50080224422698,3.610305676313,3.39842165501467,3.41823529293321,3.85645650499427,3.8542715885919,3.92008307450792,3.91440445965446,3.86055981959543,4.42404364402674,3.87671279600528,3.77485757206847,4.16845165848926,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,4.1970600969004,8.00095281079005,7.46159809946961,7.25231230263246,6.47458194406728,6.99858706768376,6.70470049593573,6.41241311694331,6.97748047851984,6.78570418953391,6.5818803793564,7.03330133646766,6.68373826098216,7.14742792240705,7.77249923366744,7.03279858695618
"CDH5 - mRNA",3.60684157906784,4.92319944092372,4.26418427134966,3.22754347715212,4.56201914797858,4.6612668728201,3.28837746329454,3.28005479309131,3.25200336261259,4.21009339032103,3.73397738523361,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,4.15682065742583,3.98054212766442,4.30171822946853,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.64731579047093,7.36206247327378,7.0071997743053,7.19704807226724,7.22097945678564,6.92709297259681,6.64271068249873,6.95100825062212,6.81169952906008,7.25565217041246,6.56763769698669,7.22588759227199,6.84786758418782,7.56604834351135,7.4478359099517
"CD8A - mRNA",4.1918040008456,4.56705564401224,4.26418427134966,3.22754347715212,4.83765361449127,5.05719554687061,3.95134253819123,3.47642407340266,3.57023837288294,4.33038766145423,4.06839634578844,4.446151796166,3.93914531803982,3.86055981959543,4.49443289191161,4.42690993126526,3.98054212766442,4.12105553054116,4.26652061062843,4.57099188294747,4.12022759048781,4.42043510648282,4.2641744357704,6.47739081601437,6.87663543914425,7.71174383954721,7.36210716175527,7.11406431461072,6.82017769846057,6.94079210781628,6.83997694103187,7.32627270574258,6.89000268919971,7.12951666309611,7.35864275346566,7.31735285148549,7.72358960474639,7.50672960164952
"TIE1 - mRNA",4.1918040008456,4.78118049343834,4.26418427134966,3.22754347715212,4.70640904277187,4.73526740865142,3.70341503640532,3.28005479309131,3.64062775282772,4.14596311313458,4.38034046676106,4.32062085391535,4.12200944013114,3.86055981959543,4.00247237281457,4.49562270630633,3.80366422253074,4.12105553054116,4.26652061062843,4.36745850541612,4.12022759048781,4.57913289039964,4.38970522400299,7.17783070977035,6.55470747009866,6.71174384642911,7.32257886504267,7.44337194581468,6.89232749978619,6.8204977372643,7.3859453197977,7.19416919842849,6.86198829323377,6.69888225142617,6.78158554319976,7.23489065351531,7.32504023570225,7.38643550037423
"IL11 - mRNA",4.1918040008456,3.92319939337445,4.26418427134966,3.22754347715212,4.01453133388349,4.99830189573239,3.40385477158455,3.55042469373196,3.25200336261259,4.21009339032103,3.96530287511892,4.27622678645075,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.16845165848926,4.26652061062843,4.20372495845441,4.12022759048781,4.45360199185513,4.2641744357704,7.28474574501116,7.80263488419348,7.50023964923526,6.85309354361047,7.41362470516831,6.89232749978619,7.0157541336867,8.22954378951676,7.79876040844603,5.99691788616535,6.12951665279282,5.80504458074451,6.95478275142539,7.45057106455141,7.4478359099517
"SELE - mRNA",4.09226842315452,4.09312447934879,4.26418427134966,3.22754347715212,4.01453133388349,4.32022998159229,3.610305676313,3.28005479309131,3.25200336261259,4.49388637580886,4.01777032799995,4.03111425276485,3.91440445965446,3.86055981959543,4.27204051324531,4.3172854700967,3.77485757206847,4.12105553054116,4.26652061062843,4.22995485585738,4.12022759048781,4.35172245170807,4.05267037799628,6.79931897890579,7.36206247327378,7.86702209634478,7.36210716175527,7.32051522123804,7.14948540917576,6.61886401586473,6.58843821121584,7.36189653675834,6.54711493621781,6.63475190390678,5.93831108352748,7.23489065351531,7.81980497505105,7.11080092615341
"IL33 - mRNA",4.1918040008456,4.96759355884128,4.59396824970338,3.22754347715212,4.31409169942814,4.50080224422698,3.51076992682067,3.28005479309131,3.57023837288294,4.59342213900103,4.21041543934157,4.18311741680559,4.15595683178816,3.86055981959543,4.42404364402674,4.79727839892753,4.03498986429794,4.25864954526119,4.46081279682503,4.32306441882038,4.12022759048781,4.0848124687923,4.58610238049573,7.47739080791864,6.87663543914425,7.8372747055733,7.43805614000572,7.63601706727374,7.48897179595696,6.43989376708072,7.44404831805615,7.19416919842849,6.68141600873069,6.87576003914788,6.17277617365251,7.46935601729441,8.15101080870426,7.86287350632409
"CD19 - mRNA",4.53284088544134,3.92319939337445,4.26418427134966,4.06361217572589,4.31409169942814,4.32022998159229,3.79087794280149,3.28005479309131,3.64062775282772,4.21009339032103,3.58216372449965,3.92008307450792,3.91440445965446,3.86055981959543,4.49443289191161,3.85844168851072,4.08745732505287,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,8.23227833436928,7.36206247327378,7.89616839058949,7.5449712696411,7.47251831468308,7.31613524976303,7.0157541336867,7.30464515656742,7.3441945694571,6.5818803793564,6.81917659235191,6.13625035556994,7.39535539728831,7.03553360651072,7.76976411060906
"COL11A2 - mRNA",4.28491346937859,4.24512756434064,4.2820243587452,4.20111573085002,3.62067906837731,4.6612668728201,3.51076992682067,3.28005479309131,3.77187227101804,4.14596311313458,3.73397738523361,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,4.3172854700967,3.98054212766442,4.3435384406943,4.26652061062843,4.20372495845441,4.16157275361933,4.35172245170807,3.93815666819349,7.86970839068429,7.64217026711481,7.42223714741598,7.32257886504267,7.41362470516831,6.57916963145516,6.61886401586473,7.30464515656742,7.07043381030272,5.94445042862068,6.12951665279282,5.98013121284049,7.23489065351531,7.95307139586266,7.61776091873915
"PALMD - mRNA",4.09226842315452,4.73055453280012,4.26418427134966,4.74168410240829,4.70640904277187,5.2206943364134,4.51076999010518,4.27289071074017,3.89216668639447,4.73092564101975,4.41986878601421,4.18311741680559,4.40211740318902,3.86055981959543,4.49443289191161,4.65432039103761,4.70636698994148,4.12105553054116,4.31271417731312,4.57099188294747,4.12022759048781,4.72209082032716,4.32830468831593,7.64731579766713,7.55470746242538,7.33977512328771,6.90754141683623,6.82866210713906,7.08936448095128,6.59461642806888,6.95100825062212,6.81169952906008,6.3188458952095,6.03330132545379,6.52327348229871,7.14742792240705,7.77249923366744,7.67022833364909
"LCK - mRNA",5.09226838086342,5.20860172928105,4.74597145665105,4.32664656717984,4.83765361449127,5.1137790402382,4.610305676313,3.55042469373196,3.77187227101804,4.14596311313458,4.45834289126027,4.08358178296475,4.34440187330421,3.86055981959543,4.80255518973568,4.74178326598839,4.45002738557875,4.12105553054116,4.27318576271195,4.53251776302075,4.4115510524317,4.69461006603487,4.5051824255404,7.64731579766713,7.46159809946961,7.60986430055748,6.90754141683623,7.15059021979572,7.36766549846678,6.75636746888834,6.97748047851984,7.52790648209607,6.51149100026028,6.56763769698669,6.37441017480725,7.23489065351531,8.07506190828286,7.38643550037423
"NGFR - mRNA",4.80847530637695,4.92319944092372,4.94760528743213,4.20111573085002,4.77352315322989,4.32022998159229,3.87334006245828,3.92893639276259,4.00319788362317,5.0440833818463,3.96530287511892,4.13420771225685,4.08724412907751,4.08295042482068,4.62567740292717,4.11375199925841,4.36756522926948,4.38418032057216,4.26652061062843,4.27726068968063,4.12022759048781,4.74905788513576,4.55963032485813,7.64731579766713,7.46159809946961,7.15920292158209,7.19704807226724,6.73555272051688,6.89232749978619,6.43989376708072,7.02901082153898,6.88698758388053,5.94445042862068,6.34524537704776,5.89524224114932,7.39535539728831,7.50946478164692,7.99215651494676
"IL34 - mRNA",4.86987589609031,5.13265284125078,4.26418427134966,4.06361217572589,4.48401674116359,4.73526740865142,4.22697702135309,4.35777965097169,4.29270438631241,4.44141893931449,4.21041543934157,4.36368966711918,3.97761962673495,3.86055981959543,4.00247237281457,3.92733888939512,4.13808335422729,4.21425538821819,4.26652061062843,4.60846644362657,4.12022759048781,4.72209082032716,4.38970522400299,7.28474574501116,7.46159809946961,7.7758741718803,6.85309354361047,7.50108748917859,7.53477555759808,6.95990088193683,7.24051491869874,7.28974663586197,5.71312489168131,6.03330132545379,5.89524224114932,7.39535539728831,7.77249923366744,7.11080092615341
"TNFRSF25 - mRNA",3.98535323875698,4.8300900904214,4.74597145665105,4.74168410240829,4.77352315322989,4.99830189573239,4.28837753712648,4.18269301250805,4.00319788362317,4.97193370709091,4.49581755629336,4.40550972468467,3.93914531803982,3.86055981959543,5.10211554913937,4.52878945687126,4.03498986429794,4.21425538821819,4.42518890838646,4.87765326896444,4.12204440510784,4.48602349003187,3.97466779354841,6.47739081601437,6.87663543914425,6.77587416529762,7.57891865707836,7.47251831468308,7.02662862955034,6.73434112375637,7.07876388556976,6.88698758388053,6.18956293304606,6.38477373643857,6.09877569009304,6.84786758418782,7.62049604858206,7.32230503087267
"NEIL1 - mRNA",4.60684151986029,5.09312447934879,4.51150618087574,4.64857461892767,5.31409169942814,5.2206943364134,4.40385477158455,4.31595952701549,4.67457516545396,4.93445889642542,4.93833585714462,4.70249149093807,4.61233498104912,3.86055981959543,5.05631174029071,4.85071752675902,4.67241974090929,4.21425538821819,4.62682283086894,4.84662629653178,4.12022759048781,4.74905788513576,4.53266325186358,7.93682248616989,6.87663543914425,7.50023964923526,7.61208557400411,7.35222397324585,7.26269590573638,6.64271068249873,7.00347570299873,7.09180741879068,6.51149100026028,6.46072246616084,6.02077313131313,7.39535539728831,7.18753677583396,7.72085451149583
"ADORA2A - mRNA",4.09226842315452,4.56705564401224,4.26418427134966,4.32664656717984,5.12144656968029,4.93690134518077,4.610305676313,3.92893639276259,4.00319788362317,4.49388637580886,4.63668012336159,4.63377870571638,3.91440445965446,3.86055981959543,4.90947051920089,4.42690993126526,4.18699299294614,4.49965757519351,4.26652061062843,4.20372495845441,4.20004680809018,4.24209789359222,4.23100754040594,6.93682248616989,7.2551471728932,6.64462977182308,7.24011671810478,7.07658956780914,6.2352151913558,6.77806248561342,6.95100825062212,7.23316324321751,5.71312489168131,4.42126935699206,5.93831108352748,7.53974525602318,7.03553360651072,7.11080092615341
"MAPK10 - mRNA",3.02725899348659,4.01066232412929,4.26418427134966,5.38554016707838,4.83765361449127,5.32022998159229,4.16284671545057,3.98338411012936,3.77187227101804,4.49388637580886,3.96530287511892,4.13420771225685,4.12200944013114,3.86055981959543,4.745971725473,4.35476011799267,4.13808335422729,4.12105553054116,4.26652061062843,4.22995485585738,4.12022759048781,4.77553011307952,4.35933161449682,8.00095281079005,7.55470746242538,7.25231230263246,6.32257887405545,6.68664317885846,6.99420719108816,6.3266831993642,6.51804882410639,7.00434444005032,5.83341910779822,5.87576003914788,6.17277617365251,7.05431846916995,7.11353616365691,7.38643550037423
