"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"ENO1-mRNA",-0.0836,0.426,-0.918,0.751,0.944,0.529,1.68,0.846,1,"lm.nb","NM_001428.3:782"
"LDHA-mRNA",0.0522,0.27,-0.477,0.582,1.04,0.718,1.5,0.848,1,"lm.nb","NM_001135239.1:1053"
"PKM-mRNA",0.0813,0.427,-0.755,0.918,1.06,0.592,1.89,0.85,1,"lm.nb","NM_001206796.2:1533"
"RELB-mRNA",-0.0885,0.494,-1.06,0.88,0.94,0.481,1.84,0.859,1,"lm.nb","NM_006509.3:956"
"HRAS-mRNA",-0.0661,0.384,-0.819,0.686,0.955,0.567,1.61,0.864,1,"lm.nb","NM_005343.3:842"
"SRP54-mRNA",0.0663,0.386,-0.691,0.823,1.05,0.62,1.77,0.865,1,"lm.nb","NM_001146282.1:951"
"TRIM21-mRNA",-0.0873,0.62,-1.3,1.13,0.941,0.405,2.19,0.889,1,"lm.nb","NM_003141.3:1190"
"TAPBPL-mRNA",-0.0647,0.473,-0.991,0.861,0.956,0.503,1.82,0.892,1,"lm.nb","NM_018009.4:1425"
"RNLS-mRNA",-0.056,0.42,-0.879,0.767,0.962,0.544,1.7,0.895,1,"lm.nb","NM_001031709.2:726"
"FOSL1-mRNA",-0.0548,0.418,-0.875,0.765,0.963,0.545,1.7,0.897,1,"lm.nb","NM_005438.3:1320"
"TWF1-mRNA",0.0381,0.293,-0.537,0.613,1.03,0.689,1.53,0.897,1,"lm.nb","NM_002822.4:1574"
"VEGFC-mRNA",-0.0677,0.53,-1.11,0.972,0.954,0.464,1.96,0.899,1,"lm.nb","NM_005429.4:588"
"PSMB5-mRNA",0.068,0.541,-0.992,1.13,1.05,0.503,2.19,0.901,1,"lm.nb","NM_001130725.1:426"
"RELA-mRNA",-0.0442,0.356,-0.742,0.653,0.97,0.598,1.57,0.902,1,"lm.nb","NM_021975.3:1990"
"BRD3-mRNA",-0.0962,0.825,-1.71,1.52,0.935,0.305,2.87,0.908,1,"loglinear","NM_007371.3:2621"
"TPM1-mRNA",-0.0754,0.731,-1.51,1.36,0.949,0.351,2.56,0.919,1,"lm.nb","NM_000366.5:830"
"OAS3-mRNA",0.0349,0.345,-0.641,0.71,1.02,0.641,1.64,0.92,1,"lm.nb","NM_006187.3:2354"
"CCL18-mRNA",-0.0239,0.241,-0.496,0.448,0.984,0.709,1.36,0.921,1,"lm.nb","NM_002988.3:45"
"CDH1-mRNA",0.039,0.421,-0.786,0.864,1.03,0.58,1.82,0.927,1,"lm.nb","NM_004360.3:379"
"NFKBIE-mRNA",0.0255,0.328,-0.617,0.668,1.02,0.652,1.59,0.938,1,"lm.nb","NM_004556.2:876"
"BAX-mRNA",0.0326,0.423,-0.797,0.862,1.02,0.576,1.82,0.939,1,"lm.nb","NM_004324.3:330"
"PARP12-mRNA",-0.0429,0.594,-1.21,1.12,0.971,0.433,2.18,0.943,1,"lm.nb","NM_022750.3:1843"
"AREG-mRNA",-0.0609,0.865,-1.76,1.63,0.959,0.296,3.11,0.944,1,"lm.nb","NM_001657.3:717"
"CDK2-mRNA",0.0285,0.435,-0.824,0.881,1.02,0.565,1.84,0.948,1,"lm.nb","NM_001290230.1:1543"
"CXCL2-mRNA",0.0294,0.458,-0.868,0.927,1.02,0.548,1.9,0.949,1,"lm.nb","NM_002089.1:435"
"SLC7A5-mRNA",-0.0194,0.305,-0.618,0.579,0.987,0.652,1.49,0.95,1,"lm.nb","NM_003486.6:2011"
"TCF3-mRNA",-0.0331,0.707,-1.42,1.35,0.977,0.374,2.55,0.963,1,"lm.nb","NM_003200.3:276"
"NOTCH1-mRNA",-0.0195,0.465,-0.93,0.891,0.987,0.525,1.85,0.967,1,"lm.nb","NM_017617.3:2999"
"HK1-mRNA",-0.00885,0.231,-0.461,0.444,0.994,0.726,1.36,0.97,1,"lm.nb","NM_000188.2:3355"
"HDAC3-mRNA",0.0165,0.458,-0.882,0.915,1.01,0.543,1.89,0.972,1,"lm.nb","NM_003883.3:1464"
"SIRPA-mRNA",-0.0117,0.35,-0.698,0.674,0.992,0.616,1.6,0.973,1,"lm.nb","NM_001040023.1:3355"
"ITGB3-mRNA",0.0149,0.473,-0.912,0.942,1.01,0.531,1.92,0.975,1,"lm.nb","NM_000212.2:4485"
"HMGA1-mRNA",0.0217,0.705,-1.36,1.4,1.02,0.389,2.65,0.976,1,"lm.nb","NM_145902.2:906"
"H2AFX-mRNA",-0.0108,0.413,-0.82,0.798,0.993,0.567,1.74,0.979,1,"lm.nb","NM_002105.2:521"
"MTOR-mRNA",-0.00937,0.445,-0.882,0.864,0.994,0.542,1.82,0.983,1,"lm.nb","NM_004958.3:3444"
"IL18-mRNA",0.00967,0.767,-1.49,1.51,1.01,0.355,2.85,0.99,1,"lm.nb","NM_001243211.1:392"
