"","Log2 fold change","std error (log2)","Lower confidence limit (log2)","Upper confidence limit (log2)","Linear fold change","Lower confidence limit (linear)","Upper confidence limit (linear)","P-value","BY.p.value","method","probe.ID"
"TPM1-mRNA",-0.146,0.925,-1.96,1.67,0.904,0.257,3.18,0.876,1,"lm.nb","NM_000366.5:830"
"TRIM21-mRNA",-0.123,0.785,-1.66,1.42,0.918,0.316,2.67,0.876,1,"lm.nb","NM_003141.3:1190"
"TNFRSF11B-mRNA",-0.0797,0.532,-1.12,0.963,0.946,0.459,1.95,0.882,1,"lm.nb","NM_002546.3:572"
"ANLN-mRNA",0.148,1.01,-1.82,2.12,1.11,0.283,4.35,0.884,1,"lm.nb","NM_018685.2:240"
"PKM-mRNA",0.0792,0.54,-0.979,1.14,1.06,0.507,2.2,0.884,1,"lm.nb","NM_001206796.2:1533"
"P4HA1-mRNA",0.0334,0.237,-0.432,0.499,1.02,0.741,1.41,0.889,1,"lm.nb","NM_000917.3:805"
"MXI1-mRNA",-0.101,0.726,-1.52,1.32,0.932,0.348,2.5,0.89,1,"lm.nb","NM_001008541.1:2037"
"BAX-mRNA",-0.0666,0.535,-1.12,0.983,0.955,0.461,1.98,0.902,1,"lm.nb","NM_004324.3:330"
"PSMB5-mRNA",-0.0837,0.684,-1.42,1.26,0.944,0.372,2.39,0.903,1,"lm.nb","NM_001130725.1:426"
"BRCA2-mRNA",0.099,0.815,-1.5,1.7,1.07,0.354,3.24,0.904,1,"lm.nb","NM_000059.3:1373"
"CCL2-mRNA",0.104,0.942,-1.74,1.95,1.07,0.299,3.86,0.913,1,"lm.nb","NM_002982.3:303"
"HLA-DOA-mRNA",0.0581,0.666,-1.25,1.36,1.04,0.421,2.57,0.931,1,"lm.nb","NM_002119.3:3075"
"BRCA1-mRNA",-0.0594,0.69,-1.41,1.29,0.96,0.376,2.45,0.932,1,"lm.nb","NM_007294.3:4677"
"CENPF-mRNA",0.0738,0.902,-1.7,1.84,1.05,0.309,3.59,0.935,1,"lm.nb","NM_016343.3:9260"
"CDK2-mRNA",-0.0435,0.55,-1.12,1.03,0.97,0.46,2.05,0.938,1,"lm.nb","NM_001290230.1:1543"
"TPI1-mRNA",-0.0172,0.249,-0.505,0.47,0.988,0.705,1.39,0.945,1,"lm.nb","NM_000365.5:153"
"GOT2-mRNA",-0.0262,0.412,-0.835,0.782,0.982,0.561,1.72,0.95,1,"lm.nb","NM_002080.3:674"
"HDAC3-mRNA",-0.0353,0.58,-1.17,1.1,0.976,0.444,2.15,0.952,1,"lm.nb","NM_003883.3:1464"
"ICAM2-mRNA",0.0406,0.768,-1.46,1.54,1.03,0.363,2.92,0.958,1,"lm.nb","NM_000873.3:415"
"CDK6-mRNA",-0.0395,0.845,-1.69,1.62,0.973,0.309,3.06,0.963,1,"lm.nb","NM_001145306.1:1373"
"TWF1-mRNA",0.0155,0.371,-0.712,0.743,1.01,0.611,1.67,0.967,1,"lm.nb","NM_002822.4:1574"
"FADD-mRNA",0.0253,0.622,-1.19,1.24,1.02,0.437,2.37,0.968,1,"lm.nb","NM_003824.3:810"
"DNMT1-mRNA",0.021,0.533,-1.02,1.07,1.01,0.492,2.09,0.969,1,"lm.nb","NM_001130823.2:2500"
"TRAF1-mRNA",0.0179,0.464,-0.892,0.928,1.01,0.539,1.9,0.969,1,"lm.nb","NM_001190945.1:712"
"TNFAIP6-mRNA",0.0249,0.681,-1.31,1.36,1.02,0.404,2.57,0.971,1,"lm.nb","NM_007115.3:165"
"CCNB1-mRNA",-0.0246,0.891,-1.77,1.72,0.983,0.293,3.3,0.978,1,"lm.nb","NM_031966.2:710"
"PFKFB3-mRNA",-0.00793,0.358,-0.71,0.694,0.995,0.611,1.62,0.982,1,"lm.nb","NM_004566.3:1925"
"PCK2-mRNA",0.006,0.298,-0.579,0.591,1,0.669,1.51,0.984,1,"lm.nb","NM_001018073.2:1307"
"RNLS-mRNA",0.00535,0.531,-1.04,1.05,1,0.488,2.06,0.992,1,"lm.nb","NM_001031709.2:726"
"S100A8-mRNA",-0.00375,0.852,-1.67,1.67,0.997,0.313,3.17,0.997,1,"lm.nb","NM_002964.4:365"
"TNFRSF10D-mRNA",-0.00214,0.497,-0.977,0.972,0.999,0.508,1.96,0.997,1,"lm.nb","NM_003840.4:838"
